STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
PA,2,"1,011,230","848,130","76,500","76,250","432,490","870,650","175,280","56,080","28,100",140,"27,850","10,850","2,040","98,370","222,350","4,943,105","1,011,230","5,083,263","745,970","3,644,587","180,610","77,159","128,130","132,376","116,200","82,426","3,950","1,425","95,630","375,715","95,650","37,498","67,060","223,790","138,690","575,798","3,110","22,800","64,620","2,140","9,738","10,190","-14,091","114,980","140,158","1,200",254,210,"1,001","9,660","29,636","1,830","5,443","20,570","20,102","13,000","43,092",560,"1,334","29,890","477,514","11,920","15,754","12,870","5,116","20,930","86,087","28,420","108,977","13,240","73,148","17,090","19,857","109,710","185,290","103,660","20,063",30,22,"8,270","2,695","7,650",778,"4,440",134,30,6,"1,540",408,280,53,430,112,160,30,"81,030","62,258","27,660","93,746","28,530","87,764","1,010",271,"837,830","709,723","269,470","294,385","241,310","264,457","80,160","50,011","35,690","32,061","18,790","11,783","101,090","19,291","188,140","84,885",30,19,30,119,"63,550","27,846","797,220","647,174"
PA,3,"1,223,040","774,140","188,810","238,300","572,770","1,918,490","583,090","55,050","30,220",290,"24,540","9,240","5,010","236,790","319,220","20,939,949","1,223,040","21,286,113","938,870","15,147,098","232,240","170,855","150,900","292,114","136,930","185,891","13,230","4,492","149,270","1,358,285","106,880","168,371","129,340","844,389","253,670","2,540,819","5,820","93,330","369,004","119,110","209,101","20,400","59,365","226,800","346,164","6,660","1,476",690,"4,095","21,210","70,750","9,340","29,314","83,480","86,433","6,500","18,869","1,130","3,551","85,920","1,357,777","46,070","65,554","31,470","16,354","63,420","245,135","83,970","334,952","41,690","217,995","58,400","117,069","812,900","5,287,928","804,860","562,020",150,239,"37,830","13,767","234,800","79,336","13,010",511,"14,540","4,739","62,590","38,087","93,260","14,593","60,050","19,845","4,820","1,105","127,960","217,373","85,700","243,178","87,580","238,360","97,480","26,109","1,145,510","3,366,173","405,920","1,280,915","351,130","1,156,208","278,670","369,192","68,700","61,806","46,310","27,244","666,300","482,690","782,370","735,613",70,50,40,155,"103,400","103,691","1,067,730","2,720,632"
PA,4,"1,428,170","793,080","340,290","252,400","687,320","2,499,320","738,610","36,350","21,280",270,"14,810","4,130","2,810","235,230","334,090","51,938,139","1,428,170","52,655,922","1,221,100","41,199,696","326,530","246,163","209,510","494,817","192,380","333,393","55,980","14,384","144,660","1,554,187","153,180","369,029","146,210","1,399,297","285,940","4,461,755","9,120","115,140","579,521","262,290","1,789,790","36,350","272,727","345,800","717,783","21,840","5,085","2,000","14,859","30,260","137,004","27,880","104,335","198,980","236,965","6,310","16,179","2,350","7,894","245,190","3,731,442","195,090","415,543","40,720","30,168","195,090","686,750","243,630","1,164,804","159,280","819,969","172,070","414,727","1,386,170","28,353,986","1,376,660","3,515,543",210,702,"55,740","37,413","523,270","437,462","39,490","2,100","54,770","31,905","103,330","114,790","191,330","34,643","259,800","242,387","25,540","8,255","110,310","274,729","67,000","191,388","80,020","224,428","89,250","33,008","1,398,300","6,260,392","277,300","567,666","225,410","472,076","194,750","274,568","72,710","68,096","22,160","18,222","1,181,420","3,078,087","1,239,210","3,415,926",130,160,60,294,"178,440","262,490","1,224,360","3,068,885"
PA,5,"864,230","351,180","397,520","92,180","469,650","1,752,310","491,190","9,600","3,650",150,"5,800",30,610,"92,220","251,610","53,231,431","864,230","53,886,508","740,830","40,453,527","302,060","257,467","202,270","617,622","187,400","435,592","92,280","23,856","109,190","1,312,192","152,130","537,630","121,890","1,610,363","226,780","4,922,104","7,250","72,790","382,657","198,190","3,056,239","37,120","380,578","259,800","655,077","26,360","6,337","2,690","24,448","22,190","131,799","25,340","110,568","138,960","162,882","10,460","22,824","2,480","9,053","307,290","5,107,927","267,960","820,937","32,460","28,886","268,020","993,024","306,540","1,880,416","230,350","1,296,382","231,800","617,048","860,300","35,499,956","857,270","5,014,561",750,"1,383","18,110","25,351","333,370","446,356","48,710","3,793","33,770","18,122","66,370","94,118","51,650","8,606","197,590","303,032","29,740","10,782","82,240","234,839","12,400","37,184","21,680","63,893","23,970","14,872","853,540","6,441,203","2,700","1,122","2,110",821,"28,030","37,999","49,820","50,232","3,110","3,518","826,220","4,568,209","836,430","4,856,574",140,178,80,369,"169,750","349,450","673,530","1,878,079"
PA,6,"573,080","132,160","396,590","35,030","325,910","1,364,610","395,140","3,120",820,150,"2,150",0,140,"43,120","180,530","49,640,844","573,080","50,176,935","497,180","37,152,371","252,810","244,682","176,180","648,318","163,980","471,887","101,480","29,196","85,200","1,196,340","134,740","639,324","97,220","1,700,760","170,700","4,632,319","5,160","46,840","246,174","140,420","2,881,526","34,370","443,892","181,200","536,091","26,500","6,739","3,120","32,636","16,930","117,013","19,190","93,844","86,730","101,267","3,180","6,733","2,390","9,586","287,620","5,450,955","260,630","1,076,987","22,420","24,321","262,520","1,095,117","287,330","2,231,687","229,870","1,471,793","232,600","684,777","571,770","35,390,330","570,310","5,218,299","1,970","3,397","5,910","11,999","249,060","386,737","47,160","5,106","34,350","19,081","57,020","83,496",0,0,"157,550","261,765","24,680","9,323","65,250","210,671","1,710","4,299","6,460","17,578","7,610","6,938","568,500","6,265,012",0,0,0,0,"3,360","5,241","42,070","43,040",360,395,"565,920","4,831,564","567,510","5,088,845",200,252,90,175,"127,670","332,518","428,160","1,448,340"
PA,7,"776,750","94,620","652,300","23,300","453,980","2,118,990","690,190","1,920",410,240,"1,270",0,50,"35,240","233,340","104,312,881","776,750","105,547,902","690,690","78,633,733","433,850","529,772","329,810","1,769,168","311,800","1,355,898","227,590","89,879","138,640","3,056,284","268,090","2,165,656","139,010","3,677,345","227,930","8,277,294","6,920","45,570","253,040","164,650","4,003,357","81,830","1,958,482","298,980","1,235,021","57,490","15,442","11,710","179,645","33,780","290,302","28,240","151,885","119,710","130,398","21,490","44,341","6,520","33,905","583,300","13,711,284","551,090","3,530,989","26,550","38,423","551,960","2,895,379","583,040","6,548,134","487,440","3,660,315","510,180","1,804,890","775,870","79,766,299","774,650","13,711,801","18,120","39,542","3,730","9,846","368,590","459,182","105,600","22,117","73,930","42,605","84,660","130,832",0,0,"164,500","221,634","38,990","18,137","109,800","487,128",230,607,"3,960","10,947","4,680","6,557","772,130","15,151,292",0,0,0,0,830,"1,346","76,800","79,708",50,72,"773,120","13,252,620","773,810","13,841,998","5,050","1,567","1,940","2,278","247,340","1,039,536","494,700","2,117,467"
PA,8,"207,390","19,630","182,050","4,370","143,580","608,970","219,650",120,20,20,80,0,0,"2,870","63,190","59,138,493","207,390","60,168,704","185,770","41,078,686","156,360","401,304","139,890","1,830,070","135,360","1,477,264","62,850","66,560","50,070","2,831,341","129,750","2,905,835","38,870","1,844,986","50,280","2,428,212","2,240","5,180","32,508","37,140","1,023,535","58,280","4,475,573","74,430","1,030,211","8,800","2,209","13,260","345,965","22,990","267,886","4,070","38,455",0,0,0,0,"6,150","65,021","198,100","7,597,055","193,260","2,581,856","3,960","8,992","188,410","1,535,255","198,070","4,166,506","154,110","1,629,121","183,780","1,206,051","207,230","49,443,310","207,210","11,676,669","129,860","546,868",440,"1,340","90,270","93,945","65,090","55,191","21,310","11,702",0,0,0,0,90,92,"8,960","8,010","47,780","363,589",0,0,480,"1,460",730,"1,986","206,180","11,945,823",0,0,0,0,0,0,0,0,0,0,"207,130","11,582,766","207,280","12,165,711","92,820","72,035","100,810","98,883","102,250","1,263,573","80,360","635,106"
PA,9,"32,210","2,910","28,430",630,"27,370","96,190","35,590",0,0,0,0,0,0,70,"10,620","21,558,860","32,210","22,034,431","28,320","12,656,130","29,170","209,096","27,110","942,222","26,530","775,184","11,690","45,060","9,260","969,442","27,070","1,896,232","5,500","342,878","6,130","313,693",490,330,"2,222","5,380","157,364","17,540","3,874,516","16,280","475,571",520,128,"4,180","175,305","6,870","96,178",670,"6,973",0,0,0,0,"2,540","66,521","31,370","2,157,287","31,050","987,496",250,745,"30,240","395,822","31,360","1,396,617","22,150","333,899","29,980","487,644","32,190","19,395,536","32,210","5,690,387","13,180","139,433",50,208,"20,440","78,405","17,400","53,063","2,130","1,274",0,0,0,0,0,0,990,"2,325","10,900","121,575",0,0,60,212,100,350,"32,050","5,717,824",0,0,0,0,0,0,0,0,0,0,"32,190","5,612,089","32,210","5,924,640","24,270","76,552","28,070","105,208","17,360","701,434","7,120","170,562"
PA,10,"14,260","1,410","12,350",310,"13,100","41,630","15,040",0,0,0,0,0,0,10,"5,190","44,270,529","14,260","44,828,934","12,230","14,022,576","13,820","1,117,834","12,920","2,528,982","12,700","2,087,070","7,830","161,311","4,050","762,313","13,200","14,376,209","2,300","146,416","2,770","161,562",270,80,592,"2,490","74,182","10,370","9,012,041","8,630","558,405",110,28,"1,900","100,869","4,170","62,948",370,"3,837",0,0,0,0,"2,450","290,553","13,690","3,475,059","13,580","1,827,447",80,303,"13,180","295,705","13,690","2,145,607","8,290","154,918","13,220","1,551,402","14,250","40,802,966","14,250","12,470,885","2,180","116,531",20,58,"10,600","277,296","9,670","199,505",470,315,0,0,0,0,0,0,350,"2,468","5,480","105,880",0,0,20,58,40,125,"14,200","13,302,480",0,0,0,0,0,0,0,0,0,0,"14,250","12,423,704","14,260","12,873,463","10,470","119,293","12,960","432,003","6,560","1,334,392","2,920","1,043,581"
RI,0,"527,510","278,690","170,880","67,400","305,230","924,530","267,520","17,810","10,790",30,"6,980","3,910",530,"65,570","126,300","33,254,020","526,040","33,741,210","443,890","23,998,515","158,380","280,955","101,790","701,902","95,690","547,305","113,940","108,292","74,400","1,208,384","82,220","1,523,862","53,200","828,218","96,480","2,347,283",750,"38,070","170,723","71,470","1,027,419","27,820","1,681,930","134,690","487,190","15,950","4,110","4,030","78,178","13,770","112,785","9,730","47,965","49,330","54,022","6,090","14,451","1,820","36,923","173,440","4,253,389","162,340","1,158,724","8,550","8,916","158,710","863,080","173,110","2,152,492","136,480","1,033,014","144,290","466,264","414,080","23,596,403","413,090","4,570,118","15,270","98,114","15,650","12,750","154,070","186,657","28,560","28,372","19,070","10,464","33,800","38,085","26,340","4,600","69,950","80,993","11,280","5,963","62,480","181,029","20,730","56,281","24,050","67,532","21,320","8,624","502,640","5,531,342","86,640","196,016","73,460","171,125","52,060","62,553","30,000","27,763","7,510","5,240","380,330","4,394,061","406,720","4,657,705","10,210","18,114","11,160","41,714","91,540","447,019","409,710","1,171,933"
RI,1,"5,840","3,980","1,410",260,"3,840","7,970","1,100",100,50,0,50,0,0,150,"2,620","-347,496","4,370","-341,798","1,440","37,381","1,800","6,223","1,370","9,457","1,280","6,981",250,570,"1,700","-7,147","1,810","17,172",490,"5,037",650,"6,820",50,130,612,20,36,990,"-66,590","1,340","5,698",30,6,20,294,290,"1,928",30,137,280,324,300,"1,096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,201,20,165,140,51,30,53,0,0,0,0,0,0,0,0,10,15,0,0,670,"1,424",440,"2,170",480,"2,067",0,0,"2,630","10,271",620,601,440,416,200,274,310,298,270,337,140,148,900,"1,790",30,21,0,0,540,738,"2,240","7,189"
RI,2,"80,010","68,150","4,830","6,210","38,920","68,220","14,230","5,470","3,320",0,"2,150","1,610",100,"8,170","14,030","410,833","80,010","422,428","61,430","321,696","11,700","5,481","6,950","8,491","6,380","5,650","1,000",459,"9,460","41,267","5,390","1,569","3,990","14,435","7,330","31,424",50,"2,470","6,646",170,890,860,"-2,218","11,020","11,595",110,24,20,84,570,"1,824",150,446,"1,660","1,598","1,170","3,717",10,26,"2,870","45,499",940,"1,623","1,450",648,"2,280","10,000","2,770","13,119","1,670","9,965","1,640","1,545","9,970","17,404","9,790","1,912",0,0,610,222,640,89,350,16,0,0,150,45,20,5,70,22,20,3,"8,430","6,471","1,880","6,498","1,930","6,300",120,31,"68,750","61,647","23,580","25,997","20,570","22,789","6,960","4,589","2,600","2,232",980,653,"9,530","1,823","18,320","8,614",0,0,20,115,"6,090","2,852","64,730","55,425"
RI,3,"111,530","73,850","12,610","23,320","59,820","168,390","53,540","6,080","3,970",20,"2,090","1,600",240,"22,580","21,720","1,908,170","111,530","1,937,238","90,570","1,478,895","17,200","12,538","9,600","19,409","8,800","12,991","3,590","1,764","14,830","145,555","7,070","10,679","8,210","55,445","15,250","157,389",80,"9,850","34,815","7,870","13,931","1,720","3,574","20,890","29,068",620,140,100,560,"1,390","4,801",740,"2,440","6,360","6,251",700,"1,693",40,42,"8,270","126,734","5,000","5,835","2,730","1,562","6,590","27,133","8,170","37,480","4,870","28,271","5,520","7,953","77,720","511,918","77,720","54,684",20,32,"4,270","1,333","22,440","8,068","1,100",47,"1,140",347,"6,980","4,142","7,510","1,245","6,790","2,180",310,69,"13,320","22,453","8,390","22,482","8,430","22,518","8,410","2,149","105,390","313,686","38,840","122,304","33,620","109,308","27,020","34,768","6,710","5,744","3,720","2,131","63,490","46,617","74,670","71,997",0,0,0,0,"9,950","10,797","98,150","252,367"
RI,4,"122,030","72,620","23,500","22,760","67,420","203,400","58,630","4,510","2,920",10,"1,580",700,150,"20,500","24,310","4,421,593","122,030","4,479,649","106,970","3,654,233","26,210","19,892","14,300","35,560","13,240","24,702","14,610","8,080","12,670","150,514","10,700","24,447","9,750","91,360","19,170","313,853",110,"10,360","47,389","18,430","124,714","3,030","19,219","29,000","58,056","2,020",480,240,"2,161","2,240","10,393","2,220","8,868","15,680","18,086",620,"1,337",90,166,"23,720","362,845","21,180","38,128","2,110","2,076","19,860","77,562","23,640","128,123","16,760","96,260","17,100","28,289","118,880","2,461,409","118,380","309,480",20,37,"7,210","4,817","44,780","38,038","3,040",177,"4,180","2,328","10,080","10,360","15,430","2,784","22,970","21,491","1,570",436,"10,300","25,303","8,160","19,923","9,350","24,717","9,230","3,373","119,530","533,584","23,450","47,050","18,720","38,569","15,760","20,196","6,790","5,905","2,130","1,630","102,560","271,442","107,250","302,888",20,40,10,22,"16,740","27,071","103,560","254,696"
RI,5,"72,820","34,850","27,300","8,530","44,330","136,170","36,080","1,130",430,0,700,0,40,"7,690","20,620","4,494,599","72,820","4,549,221","62,890","3,495,066","25,950","23,335","15,060","46,672","14,090","33,619","22,560","14,031","9,660","122,218","11,580","39,630","8,770","108,512","16,800","416,256",120,"5,840","31,013","15,500","230,214","3,190","28,215","22,240","54,622","3,310",812,340,"3,199","1,750","11,038","2,030","9,235","10,590","11,925","1,130","2,347",130,310,"32,230","547,598","30,840","85,666","1,030","1,718","28,960","120,566","32,210","225,424","25,220","159,976","25,490","46,065","72,480","3,023,747","72,240","437,414",60,82,"2,270","3,393","26,120","33,524","4,100",353,"2,730","1,471","5,130","6,783","3,370",566,"15,230","22,464","2,360",809,"7,460","20,572","1,590","4,585","2,630","8,177","2,350","1,524","71,940","557,094",150,64,110,43,"1,820","2,283","3,840","3,722",340,416,"70,240","403,890","70,970","429,139",20,23,20,28,"14,970","32,890","56,290","156,359"
RI,6,"46,900","13,510","28,750","3,570","30,200","104,870","29,240",330,80,0,250,0,0,"3,510","14,840","4,063,851","46,900","4,109,265","41,010","3,078,894","21,370","22,196","13,430","49,586","12,570","36,627","21,810","16,206","7,540","105,585","10,340","46,961","7,120","113,196","12,870","389,681",100,"4,110","20,955","11,180","217,777","3,160","40,027","14,550","45,414","2,510",643,390,"4,443","1,450","11,239","1,490","7,910","5,720","6,389",300,609,150,444,"29,190","570,056","28,350","110,603",550,"1,214","27,260","123,887","29,180","255,060","24,120","171,088","24,540","49,480","46,770","2,878,904","46,650","436,640",200,325,710,"1,644","19,500","28,459","3,890",479,"2,700","1,483","4,420","6,041",0,0,"11,870","18,685","2,200",899,"6,030","17,875",250,581,780,"2,349",700,644,"46,500","521,386",0,0,0,0,250,357,"3,280","3,215",70,73,"46,340","408,181","46,490","430,005",20,20,10,29,"11,040","30,257","34,560","116,917"
RI,7,"68,440","9,620","55,300","2,320","45,160","179,710","55,980",200,40,0,160,0,0,"2,760","21,440","9,238,815","68,440","9,353,685","61,670","7,019,093","38,670","48,229","27,530","141,986","26,170","109,155","42,540","36,733","13,180","276,678","22,450","176,699","11,250","273,650","19,550","777,409",160,"4,750","25,700","14,450","335,824","7,590","182,719","26,950","114,870","6,250","1,725","1,320","20,483","3,070","28,893","2,630","14,774","9,040","9,449","1,870","3,652",530,"2,265","57,630","1,408,627","56,710","364,692",520,"1,248","55,080","310,785","57,620","724,320","48,880","394,259","51,670","133,917","68,340","6,987,267","68,240","1,212,805","2,290","5,232",390,"1,107","31,160","37,676","9,020","1,973","6,610","3,842","7,040","10,714",0,0,"13,010","16,136","3,870","2,193","10,780","42,734",30,42,410,"1,208",460,668,"68,070","1,332,180",0,0,0,0,60,86,"6,460","6,647",0,0,"68,130","1,175,129","68,200","1,227,334",780,363,390,205,"22,600","94,653","42,960","180,482"
RI,8,"16,660","1,750","14,360",360,"12,550","46,640","15,630",0,0,0,0,0,0,200,"5,540","4,672,410","16,660","4,764,246","15,020","3,183,656","12,410","41,501","10,760","151,019","10,450","123,837","6,110","9,361","4,420","222,883","10,060","263,793","3,080","135,144","4,240","221,876",60,540,"3,315","3,220","86,296","5,110","379,830","6,770","91,836","1,040",266,"1,170","29,942","2,070","27,547",370,"3,473",0,0,0,0,490,"5,203","16,300","681,763","16,120","256,458",130,348,"15,560","135,309","16,300","408,406","12,800","138,137","15,230","80,464","16,650","3,832,840","16,640","909,582","11,310","57,901",40,183,"7,180","9,422","5,150","4,665","1,560",883,0,0,0,0,0,0,830,903,"4,270","28,813",0,0,50,196,60,188,"16,570","932,623",0,0,0,0,0,0,0,0,0,0,"16,630","900,162","16,640","946,163","6,980","5,172","7,770","7,977","8,010","102,027","6,490","51,988"
RI,9,"2,250",250,"1,920",60,"2,010","6,340","2,170",0,0,0,0,0,0,0,780,"1,514,377","2,250","1,549,456","1,990","830,405","2,070","24,192","1,840","68,850","1,800","56,045",850,"4,859",660,"64,557","1,870","150,710",390,"24,769",460,"22,354",10,40,278,430,"12,275","1,360","316,492","1,270","35,079",50,11,320,"11,510",610,"9,582",40,411,0,0,0,0,190,"5,459","2,210","180,239","2,190","93,379",20,102,"2,140","31,611","2,210","128,677","1,560","23,758","2,120","29,645","2,250","1,333,749","2,250","393,155","1,150","14,954",0,0,"1,420","7,858","1,180","4,487",130,86,0,0,0,0,0,0,90,474,840,"8,192",0,0,0,0,10,47,"2,240","395,122",0,0,0,0,0,0,0,0,0,0,"2,250","385,322","2,250","406,947","1,620","4,880","1,980","7,876","1,190","50,586",470,"12,536"
RI,10,"1,030",110,880,30,980,"2,830",910,0,0,0,0,0,0,0,410,"2,876,868","1,030","2,917,820",900,"899,196","1,010","77,368",940,"170,872",920,"137,698",620,"16,229",270,"86,274",960,"792,202",150,"6,670",180,"10,221",0,0,0,190,"5,462",810,"780,662",680,"40,952",10,3,110,"5,502",350,"5,540",30,271,0,0,0,0,200,"23,008","1,010","330,028","1,000","202,340",0,0,980,"26,227","1,010","231,883",610,"11,300",980,"88,906","1,030","2,549,165","1,030","814,245",220,"19,386",0,0,810,"23,470",740,"16,175",40,24,0,0,0,0,0,0,50,177,380,"7,192",0,0,0,0,0,0,"1,030","873,749",0,0,0,0,0,0,0,0,0,0,"1,030","801,347","1,030","832,828",740,"7,595",940,"25,462",420,"95,148",260,"83,974"
SC,0,"2,169,730","933,240","782,280","390,880","1,152,070","4,242,800","1,424,320","46,940","28,820","3,160","14,960","8,200","21,310","402,750","524,530","119,053,942","2,162,390","120,754,431","1,803,040","83,009,443","477,190","740,490","343,010","2,504,190","318,070","1,971,417","385,530","597,645","343,710","3,549,392","296,820","5,440,814","215,210","3,963,348","463,850","10,767,458","20,680","59,850","179,481","321,440","4,626,734","114,710","6,523,283","517,710","1,700,489","51,410","13,044","8,710","192,356","48,920","325,373","32,040","147,421","166,760","180,467","18,960","50,093","6,480","117,945","594,080","14,278,433","518,700","3,649,948","61,900","58,443","524,650","1,140,772","592,210","5,190,887","455,290","3,390,802","508,410","3,106,951","1,603,260","80,139,565","1,601,000","14,813,074","38,870","208,978","52,290","42,292","663,780","772,877","92,490","79,076","103,140","57,401","132,390","143,540","140,740","25,053","338,400","389,780","35,110","20,008","256,460","676,783","92,950","334,254","103,250","367,140","95,310","42,998","2,066,000","17,936,199","507,760","1,289,787","447,920","1,138,786","346,910","455,782","143,210","131,312","43,430","25,719","1,410,500","14,063,003","1,561,880","15,056,628","28,480","50,946","34,670","138,503","449,290","2,028,152","1,627,980","4,455,299"
SC,1,"28,550","16,310","9,790","1,210","18,760","43,320","6,260",390,280,0,110,0,0,"1,360","13,250","-2,011,267","21,210","-1,982,408","6,490","188,484","7,680","29,078","5,900","43,580","5,470","32,061","1,180","4,038","11,210","-129,497","8,210","88,715","2,350","42,078","3,590","46,232","1,410",190,706,70,275,"5,190","-300,183","6,330","28,859",130,31,40,458,"1,530","8,078",160,768,"1,020","1,175","1,090","4,002",40,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,873,50,609,890,259,130,106,20,2,0,0,30,13,0,0,60,38,0,0,"3,440","8,323","4,070","21,706","4,250","20,371",60,23,"13,850","54,517","2,360","2,442","1,520","1,629",940,"1,417","2,110","1,988","2,910","2,414",870,765,"4,820","10,150",120,152,40,238,"2,990","4,761","12,030","43,657"
SC,2,"327,770","254,810","26,460","41,780","150,130","334,140","87,790","11,160","7,790",260,"3,110","3,300","3,490","57,510","52,060","1,760,487","327,770","1,811,261","259,590","1,430,523","29,880","14,264","21,790","28,980","19,940","19,484","3,210","2,379","48,480","178,531","18,790","6,353","12,180","51,058","28,450","133,199","1,010","5,630","12,402",890,"4,363","3,660","-5,246","49,130","50,774",500,113,70,379,"2,820","8,266",580,"1,706","5,000","4,607","4,080","12,989",90,123,"9,920","154,894","2,990","4,612","5,150","2,649","6,750","11,913","9,520","22,002","5,170","33,767","6,460","10,137","31,570","54,478","32,260","6,584",10,229,"3,360","1,173","1,720",227,870,31,0,0,350,88,110,21,220,67,60,11,"39,580","32,426","14,300","59,309","14,630","57,611",380,91,"289,440","306,812","120,270","159,274","108,820","140,150","43,310","29,278","18,010","16,259","9,770","4,595","31,520","6,357","73,540","40,055",10,5,10,62,"25,080","11,909","274,310","277,530"
SC,3,"543,110","282,470","79,690","167,560","271,540","983,520","383,370","17,010","10,940",650,"5,420","3,430","12,480","161,750","105,290","9,301,218","543,110","9,433,182","445,660","7,387,050","55,280","35,550","34,090","73,827","30,670","49,450","12,750","9,821","86,300","640,224","27,500","37,503","31,420","230,857","81,540","856,262","2,190","21,510","61,020","38,100","72,242","7,530","17,440","100,490","131,964","3,290",760,200,"1,170","5,580","17,705","2,790","8,140","21,770","20,586","2,980","8,479",160,195,"33,730","515,741","16,830","20,555","13,690","8,372","24,040","35,482","33,130","74,697","18,350","106,535","25,460","72,693","325,270","1,985,457","325,900","212,596",80,99,"18,070","6,067","107,630","35,375","3,130",150,"8,360","2,778","26,940","14,460","40,310","6,798","33,600","10,442","1,990",595,"70,040","116,265","41,910","142,972","42,790","144,352","36,940","10,421","515,150","1,672,268","242,980","831,607","219,280","747,900","180,970","248,081","39,500","35,663","20,810","9,875","254,520","177,221","324,440","309,165",30,62,10,34,"54,520","49,481","473,570","1,411,588"
SC,4,"536,990","232,700","146,990","130,750","273,100","1,068,930","386,440","12,940","7,970","1,060","3,910","1,470","4,690","118,600","112,940","19,240,525","536,990","19,459,103","466,210","15,713,750","84,460","58,221","53,840","139,449","48,720","97,719","56,390","51,525","65,280","432,110","43,060","94,404","42,820","445,285","106,670","1,750,995","3,510","16,300","48,157","91,560","625,531","13,510","90,364","114,490","218,578","12,790","3,079",410,"3,042","7,890","33,917","7,740","27,074","51,550","56,067","2,530","6,421",340,885,"102,070","1,573,001","80,080","157,744","18,200","14,806","80,540","109,121","101,490","318,176","69,200","383,541","80,430","276,740","515,320","9,590,043","512,700","1,170,934",80,364,"19,840","13,716","229,560","197,462","10,410",698,"30,640","17,740","41,890","43,469","82,110","15,305","129,700","115,445","8,700","3,699","43,580","100,576","26,470","88,987","29,390","101,240","40,050","16,088","523,970","2,075,088","141,000","295,989","117,440","248,770","107,940","158,239","32,750","29,563","8,360","6,943","409,000","973,472","439,000","1,104,294",80,111,20,68,"101,450","147,558","428,850","1,109,959"
SC,5,"272,830","87,790","141,220","32,930","153,980","599,230","185,280","3,440","1,370",590,"1,480",0,530,"36,180","80,260","16,750,961","272,830","16,940,057","231,300","12,494,363","76,580","64,468","51,830","182,267","47,610","131,573","73,470","81,533","41,810","335,756","42,430","146,356","36,470","507,932","81,220","1,890,950","3,250","7,110","23,587","67,540","1,041,071","13,670","145,772","78,990","189,096","10,400","2,626",570,"4,987","5,870","31,291","6,390","26,750","35,230","39,920","2,640","5,922",490,"1,208","109,540","1,914,208","96,160","304,329","11,360","11,625","95,620","142,863","109,370","506,499","84,240","505,538","90,510","364,243","271,380","10,704,073","270,430","1,477,051",300,413,"6,180","9,905","115,420","165,458","13,510","1,367","18,350","10,223","23,490","30,701","18,220","2,929","74,860","113,702","7,920","3,750","28,990","75,525","5,110","18,089","7,780","28,375","11,210","7,580","268,220","1,723,830","1,150",475,860,337,"12,060","16,107","17,740","16,488","1,360","1,566","257,920","1,311,592","262,350","1,410,021",60,50,40,87,"79,760","173,416","187,750","473,234"
SC,6,"172,290","30,930","128,060","9,720","99,900","428,470","128,140","1,260",290,350,620,0,100,"15,290","57,490","14,929,625","172,290","15,092,572","146,090","10,700,407","64,130","60,672","46,110","193,809","42,600","144,040","70,520","90,899","29,660","298,221","38,260","188,193","30,170","568,726","60,430","1,774,516","2,810","4,110","14,218","47,950","997,237","12,700","176,102","55,670","162,947","8,960","2,396",680,"7,040","4,660","29,139","4,910","23,254","23,700","27,639","1,000","2,179",560,"1,827","96,770","1,928,477","89,200","402,154","6,400","7,898","88,910","150,016","96,700","611,593","79,500","537,473","84,000","383,020","171,880","10,377,696","171,350","1,497,376",670,"1,279","2,280","5,609","77,480","127,418","13,170","1,909","16,320","9,504","17,320","23,093",0,0,"52,480","86,518","5,870","3,089","20,980","62,270",940,"2,674","2,600","8,881","3,670","3,603","170,120","1,633,963",0,0,0,0,"1,330","1,986","12,870","11,939",200,277,"169,890","1,369,959","170,500","1,450,414",80,43,50,127,"56,920","158,586","110,780","326,702"
