STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,N21020,A21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
WI,2,"415,870","358,300","28,810","26,660","174,720","344,400","64,800","26,750","5,640",60,"21,060","2,640","2,930","33,510","94,100","2,081,464","415,860","2,140,129","310,130","1,673,393","83,990","29,196","49,790","52,932","45,670","33,756","4,460","2,667","34,450","115,843","42,030","16,733","28,870","105,313","46,020","191,661","4,040","3,710","10,178",510,"1,829","4,380","-7,523","43,390","58,665",520,109,90,385,"3,980","11,031",820,"2,619","7,070","5,913","6,280","19,652",680,"2,005","16,470","253,395","13,630","129,951","3,870","6,395","9,830","4,156","12,840","47,670","15,930","60,277","1,010",529,"7,340","35,084",170,567,160,43,670,881,230,369,"10,300","12,148","6,740","11,622",340,"1,733","57,110","95,073","55,740","10,375",10,5,"3,960","1,285","3,580",326,"2,070",56,0,0,660,159,180,41,130,46,80,11,"29,010","22,140","15,150","80,792","15,630","78,951",240,124,"337,670","267,214","99,980","107,266","89,310","96,837","28,680","17,969","12,840","11,094","8,820","5,166","54,660","10,052","86,040","33,497",0,0,0,0,"24,630","10,474","321,720","241,515"
WI,3,"544,610","369,820","77,690","92,230","256,940","808,940","232,220","20,010","6,680",120,"13,210","2,360","10,870","86,680","137,750","9,379,404","544,610","9,525,261","428,760","7,016,765","116,270","71,710","70,780","133,851","65,160","87,800","16,810","9,687","58,530","471,088","56,920","80,887","64,570","470,274","103,050","1,016,253","7,680","22,150","78,523","55,060","91,361","9,190","18,327","93,110","145,857","2,500",544,370,"2,207","9,750","28,194","5,080","16,043","33,150","28,778","3,340","8,214","1,360","4,308","46,380","725,643","34,750","327,448","20,220","25,173","22,400","12,400","36,970","133,613","45,590","177,485","3,140","2,132","21,870","100,420",610,"2,178",510,214,"2,530","2,956",560,677,"33,270","66,882","10,660","39,937","1,210","6,778","377,630","2,519,133","373,960","269,429",420,128,"22,350","7,630","115,540","39,288","8,000",273,"5,030","1,530","34,460","20,128","48,870","8,162","25,260","8,632","2,070",390,"50,120","83,377","50,970","215,328","51,730","214,099","27,150","13,429","505,160","1,350,047","158,390","491,581","136,060","447,366","109,520","148,549","29,720","25,346","22,950","14,233","311,510","230,144","352,040","330,274",20,39,10,31,"57,740","49,018","461,130","1,059,695"
WI,4,"689,740","407,220","166,850","106,150","343,630","1,204,840","351,700","13,730","5,100",130,"8,510","1,000","6,840","89,250","157,650","25,136,680","689,740","25,487,365","596,320","20,227,848","183,990","111,948","105,080","232,869","97,420","163,820","76,120","50,256","66,850","624,966","85,430","190,798","77,980","799,427","131,170","2,040,422","11,280","35,740","127,643","126,120","861,922","16,950","90,791","168,000","350,685","11,320","2,608","1,180","8,764","14,530","58,397","15,640","60,045","90,880","95,733","3,090","6,293","2,570","8,435","129,150","1,877,148","50,860","470,366","106,080","207,525","20,040","16,186","109,870","377,915","128,660","619,495","11,980","7,449","86,140","387,248","2,350","7,916","2,150","1,051","20,020","19,877","1,100","1,497","87,390","195,420","26,050","150,914","3,260","21,048","667,040","13,762,944","661,800","1,713,945",90,251,"33,140","23,223","258,640","195,732","25,230","1,342","19,430","9,438","43,000","42,679","111,170","21,906","123,630","116,135","11,310","2,869","52,120","125,838","46,690","189,639","51,000","208,997","38,460","21,969","673,780","2,845,815","119,830","246,819","94,720","201,225","89,430","138,603","26,190","22,477","14,530","13,084","577,640","1,518,214","602,790","1,676,496",50,103,20,19,"105,220","142,624","572,740","1,288,767"
WI,5,"418,170","165,900","211,460","36,050","236,340","874,710","245,300","4,030",880,60,"3,090",0,"1,100","32,760","122,770","25,772,443","418,170","26,115,974","360,930","19,574,121","170,620","120,741","99,900","287,564","93,240","210,794","112,410","84,799","55,140","576,672","82,260","271,197","64,350","877,628","106,650","2,395,318","9,140","23,450","86,809","97,550","1,504,981","18,360","154,937","128,910","343,531","11,910","2,886","1,430","12,594","10,690","59,687","13,870","64,507","62,530","68,964","4,940","8,917","2,610","9,751","162,780","2,620,326","39,220","383,944","151,550","477,777","9,180","9,874","146,510","541,465","162,560","1,052,487","14,940","8,706","122,380","609,350","3,290","9,765","3,610","1,702","29,190","31,669","1,630","2,284","117,670","290,070","32,600","210,779","4,090","26,761","416,290","16,930,276","414,750","2,359,622",240,388,"10,820","18,039","171,950","221,365","29,290","2,214","18,170","8,920","29,220","36,366","36,760","6,756","101,330","159,704","14,050","4,093","42,990","117,531","10,160","49,457","14,440","67,159","10,710","9,034","412,980","2,900,004","2,350",799,"1,650",567,"15,840","23,005","19,870","18,888","2,940","3,842","398,180","2,138,258","403,820","2,280,076",40,68,20,8,"97,370","192,332","311,040","785,077"
WI,6,"286,000","52,110","220,440","11,920","167,340","717,480","211,120","1,350",250,30,"1,080",0,270,"15,450","88,310","24,801,126","286,000","25,093,772","251,300","18,655,891","144,140","112,738","88,410","302,606","82,910","229,955","112,390","93,734","43,880","534,949","73,010","322,121","51,040","915,997","81,090","2,269,764","6,850","15,430","56,429","68,010","1,406,459","18,040","213,387","95,270","292,646","12,360","3,185","1,700","17,149","7,730","52,988","10,220","51,740","43,960","50,105","1,520","2,747","2,310","9,293","154,900","2,894,335","25,530","259,483","149,330","666,655","4,190","5,910","145,030","606,334","154,820","1,304,945","14,200","8,468","125,600","722,163","3,330","9,548","4,040","1,957","30,200","36,470","1,870","2,875","123,380","337,917","28,540","187,144","4,070","30,638","285,460","17,416,456","284,610","2,492,873",640,"1,091","3,460","9,385","134,420","213,827","27,590","2,722","22,630","11,882","28,860","38,566",0,0,"86,880","152,060","12,650","4,076","34,100","103,563","1,670","6,070","4,100","16,386","3,110","3,464","283,740","2,855,677",0,0,0,0,"1,890","3,121","19,470","19,579",400,518,"282,410","2,279,056","283,300","2,401,962",70,73,30,55,"74,990","179,935","202,670","604,546"
WI,7,"358,710","34,050","316,030","7,700","209,950","1,013,130","338,460",760,180,40,540,0,100,"12,200","99,850","47,440,131","358,710","48,045,401","323,810","36,119,370","218,030","243,399","147,050","766,340","139,440","609,345","216,830","221,739","62,340","1,178,198","126,770","1,038,102","64,580","1,712,432","95,210","3,439,894","8,120","13,590","53,421","69,600","1,664,826","40,480","1,021,315","141,130","605,270","23,750","6,316","5,290","76,689","14,650","130,743","12,260","64,741","54,080","57,326","11,900","21,301","5,530","27,813","297,560","6,849,346","23,440","275,852","292,450","2,159,975","3,340","6,787","283,390","1,422,740","297,500","3,652,903","26,490","14,660","248,050","1,609,098","6,930","18,314","9,320","3,965","9,700","6,250","5,980","12,786","258,980","863,763","47,000","327,740","7,750","77,237","358,360","35,722,834","357,780","5,974,429","6,580","15,507","2,060","8,202","182,240","236,881","51,510","9,441","39,750","19,960","40,110","61,041",0,0,"88,630","125,496","17,810","7,147","49,800","207,214",210,827,"2,290","9,736","2,000","3,430","356,580","6,417,896",0,0,0,0,460,828,"35,340","37,016",30,31,"357,020","5,737,546","357,400","5,985,144","1,360",415,360,437,"126,840","505,596","217,440","842,550"
WI,8,"75,470","6,740","67,030","1,480","53,190","221,520","79,080",20,0,0,20,0,30,960,"22,230","21,391,119","75,470","21,831,261","67,730","14,373,424","60,180","182,637","48,850","667,700","47,190","558,277","36,770","73,745","16,720","833,746","46,510","1,181,867","14,440","654,712","16,900","810,236","1,930","1,040","4,664","13,170","348,353","23,950","2,161,549","28,750","440,142","2,520",608,"4,210","108,646","9,560","117,100","1,350","13,094",0,0,0,0,"4,290","51,437","73,670","3,031,115","1,900","46,029","72,730","1,256,432",730,"2,060","69,410","529,765","73,670","1,823,685","5,520","2,687","55,750","513,374","1,690","7,560","2,930",995,0,0,"5,120","22,545","68,240","492,985","9,650","107,161","2,690","65,680","75,400","17,598,418","75,390","4,151,791","50,070","243,367",250,"1,129","32,850","37,524","23,750","17,699","7,090","3,363",0,0,0,0,40,42,"3,350","2,458","16,420","115,743",0,0,280,"1,211",300,920,"74,920","4,249,001",0,0,0,0,0,0,0,0,0,0,"75,350","4,114,295","75,420","4,302,845","31,270","24,135","35,900","33,363","36,110","468,171","30,510","259,545"
WI,9,"12,040","1,090","10,650",250,"10,400","35,990","13,320",0,0,0,0,0,0,40,"3,810","8,108,119","12,040","8,297,706","10,770","4,582,806","11,280","87,937","9,700","359,568","9,480","309,323","5,080","33,253","2,850","237,517","9,800","732,867","2,110","110,753","2,150","104,815",350,60,367,"1,980","55,284","6,920","1,738,808","6,480","189,587",160,39,"1,060","37,110","3,080","44,169",210,"2,240",0,0,0,0,"1,750","54,285","11,760","954,941",60,"3,052","11,650","531,849",90,400,"11,140","134,726","11,750","685,203",570,334,"7,950","104,718",240,"1,921",540,138,0,0,"2,010","15,082","11,200","207,438","1,470","36,541",760,"29,609","12,040","7,150,442","12,040","2,097,291","6,210","68,817",30,146,"7,650","35,104","6,290","19,934",690,362,0,0,0,0,0,0,440,574,"3,510","31,487",0,0,30,150,30,157,"11,980","2,121,966",0,0,0,0,0,0,0,0,0,0,"12,030","2,062,246","12,040","2,159,908","8,330","26,049","10,500","37,505","5,720","243,059","3,650","86,384"
WI,10,"5,460",550,"4,750",110,"5,080","15,570","5,370",0,0,0,0,0,0,0,"2,050","16,340,255","5,460","16,726,582","4,820","4,285,487","5,360","267,536","4,830","833,365","4,740","729,376","3,310","109,659","1,420","133,012","4,950","3,957,055",950,"45,634","1,020","50,822",200,10,73,"1,040","30,527","4,240","6,500,932","3,800","386,327",50,11,470,"17,504","2,190","32,248",100,992,0,0,0,0,"1,710","288,352","5,250","1,711,100",10,"2,336","5,200","1,096,581",30,96,"5,020","96,205","5,250","1,227,288",160,196,"2,850","44,848",130,"1,354",180,64,0,0,"1,570","39,358","5,080","675,047",620,"71,206",570,"29,441","5,450","14,638,919","5,450","4,736,276",970,"43,831",0,0,"4,120","111,317","3,550","57,025",160,85,0,0,0,0,0,0,160,407,"1,910","23,233",0,0,0,0,10,57,"5,420","4,953,333",0,0,0,0,0,0,0,0,0,0,"5,450","4,678,400","5,450","4,808,636","3,540","32,835","4,980","121,601","2,330","521,005","1,360","381,193"
WY,0,"269,390","124,220","113,320","26,870","134,800","525,560","159,660","7,060","4,410",50,"2,600",880,"3,340","34,150","71,560","18,718,215","268,560","19,013,934","224,340","11,822,693","82,460","354,086","52,140","957,172","48,330","764,334","4,730","19,774","43,250","429,099","49,480","2,083,953","27,650","497,115","54,790","1,377,168","9,330","15,100","79,169","40,450","573,163","24,700","988,776","70,560","295,719","7,220","1,912","1,290","26,214","10,850","81,930","5,810","28,514","20,970","21,210","3,430","6,401","2,720","40,831","59,870","1,762,467","15,480","185,957","6,650","117,815","43,460","63,149","52,800","152,709","59,070","373,224","45,090","36,019","45,180","400,109","2,070","8,521","4,340","3,082","9,420","15,606","2,430","38,558","41,690","541,598","14,270","226,600","2,210","43,400","214,370","14,280,570","213,090","2,796,081","3,060","40,069","6,350","7,796","83,330","143,060","15,090","43,031","10,990","6,108","13,440","12,100","14,080","2,516","46,080","65,143","4,420","2,506","33,700","97,366","11,950","83,519","13,240","89,896","11,420","9,524","255,470","3,498,837","38,460","81,236","32,390","71,185","25,520","34,768","11,090","8,704","5,680","5,541","196,300","2,699,182","209,100","2,862,573","2,790","5,971","5,380","78,298","50,520","301,747","202,160","765,150"
WY,1,"5,250","2,800","2,170",150,"3,940","8,580","1,430",50,30,0,20,0,0,130,"2,710","-902,324","4,420","-895,798","1,550","59,538","2,330","29,583","1,450","30,244","1,320","25,488",70,"1,613","1,860","-60,598","2,050","65,975",440,"7,223",720,"10,228","1,220",60,438,0,0,"1,590","-386,390","1,330","6,526",20,6,10,101,460,"3,084",50,213,170,197,150,511,40,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,708,20,673,100,40,30,23,0,0,0,0,0,0,0,0,20,12,0,0,690,"1,488",610,"6,083",660,"6,064",0,0,"2,760","28,407",430,430,280,296,210,387,150,133,480,639,100,685,870,"2,528",30,102,10,6,440,749,"2,350","23,180"
WY,2,"36,270","29,900","3,000","2,930","14,210","33,000","7,020","1,620",930,0,690,320,450,"3,680","6,770","185,994","36,270","191,676","28,560","155,164","5,620","2,870","3,610","5,317","3,280","3,476",90,54,"4,080","10,465","3,220","2,493","1,560","6,395","3,100","15,164",660,710,"2,243",80,394,870,"-4,177","4,690","5,682",50,11,0,0,520,"1,543",100,281,530,416,550,"1,480",60,61,"1,200","20,617",900,"10,873",70,184,830,484,810,"1,639","1,090","2,742",620,407,560,"3,842",20,99,50,28,130,204,30,24,610,797,520,"1,806",40,141,"4,200","7,141","4,090",804,0,0,270,81,300,36,170,6,0,0,60,14,10,2,30,12,0,0,"3,470","2,393","1,350","10,243","1,400","10,181",40,18,"30,970","28,099","10,350","10,807","9,350","9,847","3,010","1,808","1,330","1,053",960,664,"3,990",768,"7,650","3,406",0,0,0,0,"2,620","1,198","29,320","25,397"
WY,3,"50,330","33,200","7,840","8,240","21,470","75,980","20,810","2,300","1,420",20,860,360,"1,300","9,000","11,950","871,833","50,330","886,764","40,730","676,876","9,010","8,302","5,310","13,607","4,850","8,980",210,142,"6,520","44,163","4,770","9,869","3,630","24,620","8,030","87,577","1,030","3,000","13,726","4,350","7,895","1,630","-3,066","8,940","14,931",230,50,40,249,"1,210","4,152",430,"1,386","2,290","1,827",340,743,100,198,"3,360","58,365","2,320","27,489",220,447,"2,420","1,448","2,380","4,526","3,210","7,789","2,020","1,274","1,680","10,928",60,284,110,72,370,519,70,177,"1,980","5,093","1,020","5,576",90,741,"35,310","233,951","34,880","24,931",10,53,"1,650",570,"9,370","3,103",660,25,510,153,"2,780","1,497","3,570",586,"2,310",802,140,27,"5,600","8,845","4,160","27,716","4,260","27,336","2,990","1,620","47,110","131,720","14,960","43,814","12,600","39,750","10,000","13,386","2,430","1,839","2,210","1,823","29,700","21,828","33,840","32,706",10,18,0,0,"5,240","5,052","42,960","101,980"
WY,4,"61,000","32,400","17,490","9,400","27,840","113,650","35,350","1,940","1,300",20,620,200,"1,160","10,490","14,410","2,225,909","61,000","2,258,507","52,240","1,774,993","13,520","12,009","8,050","25,792","7,390","18,284",580,365,"7,910","66,055","7,190","22,774","5,260","50,209","10,980","195,159","1,560","4,920","26,885","10,810","73,408","2,880","10,223","14,080","32,598",750,176,110,798,"1,730","8,166","1,300","5,177","5,460","5,394",360,635,240,435,"8,610","140,162","3,770","41,611",730,"1,340","5,870","4,553","6,790","11,627","8,380","21,285","5,850","3,496","5,680","38,352",200,895,380,291,"1,900","2,970",130,273,"4,950","15,585","2,200","16,956",240,"1,759","58,700","1,181,392","58,180","145,960",10,344,"2,590","2,008","22,340","17,871","1,970",106,"2,120","1,056","3,410","2,906","7,610","1,467","12,740","12,027",670,182,"6,250","14,387","4,300","27,530","4,530","28,732","4,810","3,212","59,540","268,853","12,410","26,081","9,930","21,220","9,620","14,854","2,150","1,622","1,580","1,799","49,420","128,089","52,540","146,555",0,0,0,0,"8,960","14,481","50,720","132,659"
WY,5,"40,430","14,770","21,070","3,630","21,060","90,710","29,230",680,440,0,250,0,300,"5,270","11,440","2,500,396","40,430","2,533,722","34,730","1,917,878","13,140","12,823","7,960","30,269","7,330","22,366",740,570,"6,740","57,711","7,130","29,232","4,810","63,951","9,780","240,703","1,360","2,990","16,341","8,670","129,839","3,010","19,776","12,280","33,326","1,530",377,120,"1,134","1,420","8,201","1,180","5,498","4,660","4,897",530,807,310,759,"11,370","195,812","3,290","36,908","1,090","2,582","7,890","7,954","9,740","17,148","11,220","33,523","8,410","5,451","8,660","62,953",300,"1,114",700,505,"3,080","5,423",160,227,"7,090","27,434","2,840","25,341",280,"2,507","40,180","1,638,270","40,000","229,800",60,120,"1,040","1,879","17,010","24,365","2,360",268,"1,940","1,024","2,370","2,401","2,880",461,"11,800","19,498",980,321,"5,050","12,297","1,180","9,498","1,510","11,487","1,990","1,902","39,810","295,188",310,104,230,72,"2,240","3,536","1,460","1,163",370,486,"37,760","205,435","38,600","221,572",10,11,10,2,"8,730","20,407","30,510","89,408"
WY,6,"29,270","5,910","21,530","1,460","16,050","75,320","24,540",290,180,10,110,0,100,"3,070","8,880","2,538,616","29,270","2,569,358","25,590","1,924,698","11,870","13,543","7,150","29,696","6,600","22,209",830,671,"5,560","53,433","6,650","38,809","4,210","72,253","8,220","244,661","1,150","1,720","9,529","6,640","131,199","3,010","31,452","9,520","30,742","1,310",346,120,"1,296","1,150","8,486","1,010","4,820","3,300","3,691",190,263,310,"1,071","10,560","205,093","2,420","26,753","1,140","3,472","7,500","9,460","9,690","18,745","10,490","38,211","8,370","6,169","8,600","70,517",370,"1,571",680,528,"3,020","5,607",190,298,"7,180","34,003","2,440","23,337",320,"2,981","29,210","1,809,922","29,100","264,625",100,183,390,"1,357","13,260","22,885","2,240",254,"2,250","1,311","2,200","2,170",0,0,"9,680","18,294",940,366,"4,080","11,168",290,"1,944",500,"3,452",810,"1,051","28,940","314,996",0,0,0,0,350,621,"1,310","1,031",70,116,"28,740","241,739","28,920","256,292",10,6,0,0,"7,020","21,227","21,230","74,456"
WY,7,"37,780","4,060","32,620",870,"22,640","104,400","34,020",180,120,0,60,0,40,"2,430","11,500","4,969,549","37,780","5,036,271","33,670","3,645,087","19,480","29,291","12,750","85,702","11,920","68,498","1,420","1,520","7,960","113,039","12,270","139,695","5,930","163,876","11,510","438,311","1,640","1,540","8,898","7,640","172,493","6,500","160,960","15,090","66,722","3,040",874,380,"5,697","2,210","20,616","1,410","7,898","4,560","4,788","1,310","1,962",810,"4,094","18,210","411,253","2,500","34,180","2,030","9,723","13,990","24,095","17,230","43,891","18,160","92,297","15,050","13,645","15,410","149,651",860,"2,748","1,600","1,217",910,883,600,"1,663","14,000","80,333","3,800","37,773",680,"9,133","37,730","3,896,116","37,670","663,631",400,"1,022",280,"1,534","16,970","23,564","4,470","1,339","3,660","2,238","2,610","3,112",0,0,"9,510","14,498","1,470",804,"5,960","22,324",70,505,330,"2,223",640,"1,182","37,400","720,664",0,0,0,0,90,176,"2,260","1,863",10,14,"37,550","640,067","37,620","671,148",130,48,80,50,"13,330","66,403","22,370","97,307"
WY,8,"7,060",890,"5,970",140,"5,690","18,820","5,810",0,0,0,0,0,0,70,"2,890","2,012,277","7,060","2,062,120","5,820","988,626","5,570","29,197","4,210","94,809","4,050","79,492",440,"1,241","1,950","96,773","4,440","201,774","1,390","75,909","2,020","117,108",520,160,"1,109","1,670","41,786","3,610","323,611","3,370","49,843",260,67,350,"10,188","1,490","18,222",260,"2,443",0,0,0,0,540,"5,922","5,100","189,514",260,"6,289",800,"10,774","4,090","10,167","4,800","23,693","5,090","49,447","3,830","4,212","3,780","47,581",220,"1,195",650,277,0,0,670,"4,818","4,490","54,367","1,000","18,761",300,"10,733","7,050","1,737,302","7,050","391,666","1,820","8,574",50,327,"2,790","4,655","2,100","2,619",450,281,0,0,0,0,0,0,190,366,"1,870","13,940",0,0,60,421,130,434,"6,950","415,519",0,0,0,0,0,0,0,0,0,0,"7,040","387,011","7,060","411,006","1,750","1,310","3,490","5,399","3,350","62,037","2,260","30,733"
