STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01750,A01750,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
US,10,"541,410","65,520","450,970","13,280","498,670","32,860","497,650","61,450","1,427,720","535,650",0,0,0,0,0,440,"206,250","1,782,809,578","541,410","1,795,832,495","441,970","516,563,567","526,450","53,706,815","476,570","124,393,219","462,900","98,415,708","260,350","11,020,469","152,530","30,928,359","493,720","576,374,373","148,070","14,565,971","17,980","2,850","20,658","103,830","3,253,587","395,550","373,569,974","283,180","13,022,917","2,930",723,"71,660","4,492,559","140,570","2,440,926","12,850","130,111",0,0,"121,050","2,750,545","121,050","2,678,391","34,370","72,143","420,340","124,939,237","2,250","267,902","338,790","78,782,670","76,620","1,045,208","381,840","10,157,613","406,120","4,002,693","419,470","9,868,232","123,980","174,798","283,740","6,461,394","10,640","211,678","28,260","14,639","171,490","15,318,985","404,520","85,014,350","84,350","8,384,469","337,820","52,782,075","541,010","1,602,677,225","541,050","464,393,435","71,950","2,156,607",710,"6,478","396,010","18,913,700","352,000","14,886,042","26,220","16,900",0,0,0,0,0,0,"5,070","72,794","202,190","5,090,026",0,0,840,"7,348","2,630","15,790","536,020","504,848,538",0,0,0,0,0,0,0,0,0,0,"539,560","445,479,887","540,960","477,029,988","370,380","4,508,280","499,580","21,709,141","228,910","43,157,924","309,850","69,577,384","92,470","12,440,814","243,750","57,136,570"
AL,0,"2,062,260","866,800","756,460","394,920","1,869,970","98,020","1,139,520","1,368,660","4,079,920","1,387,500","46,890","26,320","4,530","16,050","7,530","401,670","515,560","124,429,467","2,055,080","125,765,499","1,707,060","87,302,049","538,670","1,003,143","275,060","2,206,946","253,270","1,711,272","282,380","388,941","360,450","3,270,850","238,770","5,545,495","498,580","14,463,033","44,080","39,500","115,403","320,100","4,667,722","97,190","7,349,055","452,080","1,336,032","45,540","11,711","6,750","156,949","41,260","330,104","24,740","117,174","137,010","147,777","1,860,720","32,121,234","1,860,720","31,498,227","319,080","623,007","176,280","6,262,431","55,990","817,609","141,500","1,198,748","30,010","54,925","145,270","347,864","159,650","982,598","174,700","1,085,138","119,510","54,080","129,230","1,297,268","2,930","19,520","7,690","5,572","9,240","114,274","158,810","2,557,754","11,060","309,896","202,680","1,604,447","1,564,400","88,281,157","1,563,670","14,622,517","1,770","25,459","41,630","54,710","781,170","1,487,234","72,170","90,179","99,670","56,639","130,300","135,320","147,670","28,424","567,780","1,059,561","13,550","26,132","252,960","695,945","89,880","807,409","98,130","874,995","33,330","26,587","1,963,940","17,858,210","481,700","1,348,916","440,540","1,208,285","365,070","631,817","124,150","112,599","31,580","25,813","1,275,570","13,135,291","1,419,920","14,157,459","30,660","53,097","39,170","159,933","392,950","1,813,468","1,614,840","5,475,348","1,581,610","4,784,667","41,780","690,684"
AL,1,"25,200","13,350","9,840","1,080","18,510","3,560","16,870","6,790","39,840","5,930",400,240,0,160,0,980,"13,180","-1,659,210","18,020","-1,638,235","4,950","196,575","7,940","36,358","4,310","33,120","3,950","23,506",780,"2,525","9,670","-179,923","6,020","105,937","4,680","77,697","3,100",110,428,60,232,"4,350","-415,897","4,310","20,975",110,28,40,382,"1,240","7,949",120,703,680,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,070","2,106",50,"1,759",960,283,160,97,0,0,0,0,30,13,10,8,110,63,0,0,"2,820","7,935","4,280","48,898","4,540","49,741",10,7,"11,830","57,798","1,690","2,126",970,"1,312",830,"1,710","1,230","1,156","2,250","2,318",940,"2,009","4,180","11,395",120,163,0,0,"2,620","5,378","10,840","51,760","10,240","40,837",770,"10,923"
AL,2,"257,170","202,070","22,450","29,260","226,640","16,050","122,160","156,490","253,940","61,920","9,210","5,710",390,"3,110","2,510","36,990","46,740","1,396,447","257,170","1,426,003","197,920","1,133,214","32,030","17,368","15,410","20,683","14,050","13,980","1,900","1,194","39,460","117,031","13,210","11,319","29,790","165,777","2,210","2,770","6,930",730,"3,112","2,630","-10,066","35,570","29,556",310,70,40,206,"2,430","8,730",380,"1,341","3,000","2,755","254,530","2,880,601","254,530","2,816,704","34,850","63,897","2,620","51,444","2,050","32,482",840,"1,593","1,270",924,"1,210","2,106","2,000","3,599","2,410","4,430","1,000",284,"1,090","8,851",30,407,40,79,60,214,"1,540","2,622",90,"1,533",420,238,"6,210","13,472","6,710","2,193",10,11,"2,980","1,242","1,420",323,600,27,20,5,190,63,70,19,510,196,10,6,"31,650","24,451","12,510","122,964","13,300","127,799",100,57,"221,010","223,868","87,500","111,994","77,890","99,435","29,120","20,997","11,630","10,253","5,600","3,603","6,020","1,870","39,540","27,248",0,0,0,0,"21,190","10,489","209,970","207,106","209,030","204,446","1,160","2,660"
AL,3,"511,120","264,710","68,640","169,360","470,330","20,830","277,020","403,390","926,390","378,090","16,330","10,440",660,"5,230","3,480","156,440","99,390","8,725,288","511,120","8,839,610","413,490","6,964,497","58,780","44,977","23,640","49,117","21,030","32,849","7,630","4,389","100,030","603,569","19,070","38,260","84,130","1,024,202","4,920","13,180","36,655","39,030","73,456","5,490","3,607","95,950","114,322","2,380",558,100,477,"4,650","16,871","2,020","6,169","14,190","12,344","502,940","7,886,073","502,940","7,752,274","72,110","133,799","8,150","173,447","6,450","98,589","3,200","4,666","3,930","3,879","3,910","5,310","6,510","12,246","7,720","15,846","3,810","1,499","3,500","25,256",100,"1,121",130,159,100,384,"5,910","23,701",470,"5,209","20,140","12,539","295,250","1,537,776","296,660","159,079",50,157,"11,710","4,475","138,100","48,121","1,910",99,"9,000","3,104","26,380","12,033","37,020","6,593","73,610","25,507","1,130",657,"76,850","125,988","36,610","318,527","38,230","326,655","9,720","5,530","484,950","1,734,145","247,450","917,102","231,350","825,459","177,550","306,003","35,540","32,792","13,980","9,304","187,060","110,958","259,600","245,631",30,34,0,0,"38,510","40,157","459,690","1,527,060","457,960","1,522,487","2,370","4,574"
AL,4,"503,490","224,580","129,710","132,910","457,450","22,150","266,760","371,270","977,470","348,230","12,970","7,710",960,"4,300","1,530","123,290","112,600","18,157,001","503,490","18,323,972","432,210","14,984,025","91,190","72,378","37,950","93,954","33,960","65,087","34,790","21,013","68,380","266,606","30,360","89,769","109,490","2,103,421","7,680","10,440","27,356","90,710","624,373","9,910","49,464","91,760","166,971","10,430","2,530",260,"2,147","6,200","29,724","5,750","20,186","39,220","40,513","481,320","8,110,428","481,320","7,967,116","73,580","143,312","22,160","480,916","14,780","190,528","13,720","26,775","7,090","9,671","13,360","17,128","18,470","49,089","21,720","61,796","12,780","5,789","12,050","80,136",340,"1,954",370,399,300,932,"18,700","115,086","1,500","16,242","39,220","59,360","498,570","9,419,258","495,880","1,029,893",30,172,"16,440","12,809","251,930","305,485","6,730",505,"28,260","17,653","39,650","42,574","86,910","17,988","181,800","218,317","5,350","7,089","38,910","92,181","28,500","244,479","29,560","258,023","15,030","10,187","490,520","1,959,850","141,840","316,430","127,880","281,124","126,620","249,958","28,080","25,084","8,100","8,276","351,030","724,417","376,710","833,686",50,66,0,0,"76,740","110,562","424,270","1,230,840","420,910","1,220,973","4,490","9,867"
AL,5,"274,460","94,350","131,510","40,020","248,340","12,550","157,270","179,130","587,260","182,040","4,190","1,570",740,"1,880",20,"45,200","79,930","16,850,625","274,460","16,999,761","233,580","12,963,564","84,000","75,666","37,810","129,098","34,370","91,031","47,630","33,433","42,980","274,067","31,280","136,745","82,490","2,239,805","6,880","5,380","17,062","65,970","1,022,113","10,380","96,881","68,030","149,136","8,680","2,163",350,"3,204","4,710","29,940","4,820","20,190","30,570","34,342","248,560","4,763,801","248,560","4,666,519","50,040","97,282","25,900","604,937","12,600","171,830","18,990","52,480","6,070","10,340","19,530","25,970","22,450","82,531","25,670","98,489","16,630","7,191","17,910","127,095",420,"2,315",640,799,390,"1,289","22,720","168,477","1,770","21,115","32,110","76,541","273,840","11,343,792","273,300","1,372,819",40,71,"5,800","14,076","127,340","283,094","9,110","1,017","17,010","9,481","21,940","27,107","23,650","3,816","101,680","230,843","3,740","8,355","27,810","73,716","6,340","58,934","8,080","74,676","5,060","4,713","269,920","1,598,232","3,220","1,264","2,450",955,"26,220","45,048","15,090","13,649","1,400","1,967","245,810","1,089,724","253,290","1,177,318",40,38,0,0,"68,350","146,848","205,600","562,331","201,520","550,246","5,100","12,085"
AL,6,"174,810","35,150","123,460","13,020","159,190","7,710","102,430","109,990","429,070","131,070","1,810",410,590,820,0,"21,210","56,310","15,149,324","174,810","15,275,796","149,210","11,293,000","72,090","76,181","35,030","143,426","32,100","103,356","44,590","36,650","30,670","263,754","29,430","176,841","62,310","2,159,026","5,950","3,400","11,394","46,650","970,236","9,920","129,970","48,770","126,472","7,660","2,086",360,"3,623","3,650","27,549","3,470","17,218","20,200","23,500","153,340","3,346,153","153,340","3,274,282","35,160","71,871","21,470","549,217","7,760","113,426","17,060","63,200","3,960","8,144","17,890","27,142","19,120","90,650","21,350","103,230","14,480","5,745","16,320","129,621",350,"1,837",640,736,460,"2,179","19,230","169,954","1,250","18,074","26,480","79,921","174,640","11,134,378","174,350","1,409,280",70,440,"2,230","9,888","83,490","235,280","9,120","1,328","15,010","8,751","16,110","20,157",0,0,"71,960","197,167","1,690","4,794","21,050","61,978","1,440","11,988","2,710","23,572","1,820","2,314","172,760","1,519,685",0,0,0,0,"3,960","6,304","11,350","10,136",240,317,"170,100","1,174,000","171,510","1,248,080",60,47,0,0,"48,180","135,398","126,330","402,920","122,410","388,479","4,920","14,441"
AL,7,"243,720","26,580","206,440","8,040","222,680","11,440","143,600","122,490","661,630","211,760","1,770",220,"1,020",520,0,"16,380","79,700","32,741,463","243,720","33,032,720","213,090","24,072,418","134,880","189,503","76,780","454,445","71,530","343,528","104,870","114,631","48,830","695,566","66,790","700,572","96,360","4,496,313","9,520","3,690","13,483","59,780","1,480,932","25,930","638,882","79,780","291,257","13,990","3,780","1,680","24,571","8,020","73,593","6,520","35,513","29,140","33,540","189,480","4,408,261","189,480","4,315,757","43,840","92,504","54,230","1,669,761","10,610","163,345","47,950","278,914","5,780","14,902","49,710","98,875","50,560","357,837","54,110","383,699","39,970","16,293","45,160","444,900",920,"4,726","2,450","1,925","1,970","8,546","50,670","596,130","2,680","52,285","51,570","262,510","243,620","26,345,143","243,440","3,934,488",290,"1,381","1,310","9,957","133,930","385,339","23,910","7,416","24,910","14,552","26,000","33,373",0,0,"112,200","314,860","1,450","4,442","34,460","137,528",200,"1,619","1,480","12,387","1,310","2,623","241,490","3,880,365",0,0,0,0,740,"1,714","21,220","19,529",20,28,"242,450","3,549,149","242,830","3,719,041","1,500",457,670,275,"98,580","417,832","144,800","571,278","136,390","510,931","10,660","60,347"
AL,8,"59,560","4,880","53,170","1,040","54,890","3,100","41,780","17,190","168,210","55,740",220,20,170,40,0,"1,170","22,440","16,764,865","59,560","17,027,916","51,790","10,355,699","45,800","160,506","34,070","495,158","32,470","395,122","32,530","70,352","16,030","773,342","32,220","985,227","25,130","1,844,568","2,830",510,"1,953","14,240","404,326","19,300","1,671,704","20,920","263,051","1,860",469,"2,650","72,268","6,850","85,584","1,270","11,934",0,0,"27,720","659,056","27,720","640,921","8,470","18,135","31,840","1,328,806","1,670","41,447","30,180","339,368","1,560","5,292","30,260","99,534","30,810","290,546","31,800","304,348","23,950","11,989","26,420","354,902",560,"4,339","2,440","1,147","3,130","22,718","30,400","528,417","1,840","68,832","25,000","368,652","59,550","14,397,915","59,530","2,790,721",560,"4,024",180,"1,753","37,280","105,159","14,530","14,058","4,920","2,741",0,0,0,0,"25,830","72,504",140,633,"14,490","110,651",0,0,210,"1,893",230,934,"58,860","2,774,823",0,0,0,0,40,83,0,0,0,0,"59,440","2,685,562","59,510","2,858,334","20,610","14,872","27,320","29,576","32,400","398,171","27,010","308,300","20,450","183,129","8,100","125,172"
AL,9,"8,820",740,"7,840",150,"8,250",450,"7,900","1,500","25,650","9,030",0,0,0,0,0,30,"3,550","5,960,246","8,820","6,065,610","7,480","2,859,338","8,140","83,332","6,680","262,644","6,500","213,397","5,040","29,347","3,040","284,473","6,890","664,449","2,980","245,011",620,30,142,"2,020","60,482","5,990","1,405,217","4,710","105,364",90,21,910,"35,707","2,260","32,382",270,"2,794",0,0,"2,210","52,714","2,210","50,952",820,"1,762","6,610","481,541",60,"3,217","6,350","154,774",250,883,"6,280","36,644","6,470","63,817","6,610","67,860","4,780","3,173","4,890","88,859",130,"1,437",680,224,"1,530","21,811","6,400","258,642",760,"40,361","4,890","177,012","8,820","5,249,162","8,820","1,330,102",190,"4,175",30,227,"4,870","20,121","3,920","8,706",440,284,0,0,0,0,90,104,20,156,"3,360","36,098",0,0,30,249,30,166,"8,720","1,349,929",0,0,0,0,0,0,0,0,0,0,"8,820","1,309,981","8,820","1,400,556","5,770","16,549","7,630","34,531","4,590","212,070","4,210","158,276","2,060","60,862","2,530","97,415"
AL,10,"3,920",400,"3,410",50,"3,700",190,"3,720",430,"10,470","3,690",0,0,0,0,0,0,"1,710","10,343,418","3,920","10,412,346","3,340","2,479,719","3,830","246,874","3,370","525,301","3,300","429,416","2,640","75,407","1,360","172,365","3,500","2,636,376","1,230","107,213",370,0,0,910,"28,460","3,300","3,779,293","2,290","68,928",20,6,370,"14,364","1,250","17,782",110,"1,126",0,0,610,"14,147",610,"13,702",220,445,"3,310","922,362",20,"2,745","3,200","276,978",110,890,"3,110","35,155","3,250","32,283","3,310","45,440","2,130","2,117","1,890","37,648",70,"1,384",300,104,"1,320","56,201","3,250","694,725",690,"86,245","2,840","567,674","3,910","8,840,261","3,910","2,591,836",480,"13,269",0,0,"2,650","104,215","2,340","57,023",110,68,0,0,0,0,0,0,0,0,"1,560","25,419",0,0,0,0,10,56,"3,880","2,759,515",0,0,0,0,0,0,0,0,0,0,"3,910","2,487,621","3,920","2,636,170","2,480","20,871","3,560","95,551","1,790","336,563","2,120","455,477",640,"102,277","1,680","353,200"
AK,0,"348,990","177,260","125,670","37,400","307,050","20,920","142,340","216,180","648,770","201,750","14,170","7,160",110,"6,900","2,250","51,130","76,620","25,179,637","348,370","25,462,885","289,930","17,411,303","91,550","170,422","80,450","454,980","68,550","330,310","2,610","4,541","57,420","844,252","52,550","1,043,657","74,960","2,901,710","1,460","19,440","64,730","41,020","620,409","19,260","1,295,373","80,670","283,248","7,180","1,892","2,250","50,128","7,540","63,443","5,150","24,973","25,910","26,868","318,800","5,210,039","318,800","5,124,169","45,790","85,869","26,740","850,749","5,880","116,226","7,140","14,527","7,070","9,430","23,950","146,576","22,890","133,988","25,500","149,122","4,720","2,869","21,540","270,784",740,"4,758","2,260","1,680","1,300","14,507","20,050","231,568","1,180","41,929","45,980","331,808","300,390","19,279,627","303,010","3,241,944",410,"4,676","4,640","9,706","128,320","276,359","17,900","16,969","12,910","8,083","18,550","16,867","19,020","3,581","90,490","218,075",830,"2,273","43,640","152,382","9,060","98,927","10,120","109,150","10,050","10,163","324,640","3,750,033","45,960","96,923","40,570","87,306","37,440","70,165","12,710","10,643","3,180","3,494","265,430","2,965,585","279,820","3,185,648","7,360","9,754","9,190","27,837","82,480","353,403","256,520","910,447","249,360","768,977","9,140","141,469"
AK,1,"3,410","2,020","1,120",140,"2,310",510,"2,280",850,"5,330",970,20,0,0,20,0,80,"1,540","-268,039","2,780","-264,921",960,"39,104","1,240","5,521",780,"3,755",670,"2,413",10,68,"1,650","-50,178",940,"11,810",610,"17,158",90,50,197,0,0,800,"-87,688",720,"3,118",20,5,20,228,160,"1,153",20,116,140,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,257,20,223,20,12,180,30,10,0,0,0,0,0,10,4,160,23,0,0,440,"1,218",210,"3,130",230,"3,247",0,0,"1,620","12,767",270,387,190,260,160,310,80,77,140,210,30,227,560,"1,629",20,36,0,0,290,759,"1,480","11,901","1,340","8,020",170,"3,881"
AK,2,"46,530","40,330","2,230","3,210","37,680","4,660","15,000","18,830","36,820","8,550","5,240","3,390",0,"1,860","1,010","3,930","6,400","219,058","46,530","222,253","29,190","136,730","5,270","1,967","7,150","8,952","5,700","5,966",30,20,"4,720","9,072","2,480","1,895","2,580","13,422",60,"1,880","3,993",90,358,420,-519,"4,450","3,195",30,6,0,0,230,764,80,262,590,548,"46,120","412,567","46,120","404,666","4,510","7,900",390,"8,439",270,"4,595",60,66,90,54,230,"1,016",230,835,300,"1,121",50,31,190,"2,083",10,99,20,8,10,34,180,278,0,0,720,176,"17,620","20,139","18,990","2,017",0,0,70,25,"1,910",165,360,6,20,2,110,15,30,3,"1,420",140,0,0,"3,750","2,405",540,"6,399",550,"6,327",40,22,"31,400","24,739","11,240","9,562","10,080","8,781","2,910","1,581",980,830,300,284,"17,430","1,852","20,820","4,544",0,0,0,0,"13,690","2,273","26,630","22,533","26,430","22,094",250,439
AK,3,"56,490","40,550","5,910","8,460","49,950","3,180","19,620","41,710","80,190","23,430","3,320","1,600",30,"1,690",790,"11,880","8,960","985,030","56,490","996,718","47,790","755,556","6,630","4,872","8,200","15,462","6,410","10,318",100,119,"8,270","56,089","3,320","6,646","6,880","76,456",110,"4,460","12,651","2,900","5,752",880,-293,"9,710","11,688",190,43,40,319,490,"1,571",370,"1,236","2,390","2,000","55,640","780,380","55,640","769,513","6,150","10,867",840,"19,735",520,"10,234",150,63,220,151,550,"2,426",540,"1,996",680,"2,632",90,68,470,"4,449",0,0,50,28,20,22,470,"1,371",50,620,"3,560","2,794","40,860","239,145","42,440","24,248",10,16,340,126,"15,220","4,834",510,34,510,156,"3,280","1,639","4,740",769,"6,910","2,213",30,10,"6,880","10,659","1,790","19,044","1,840","19,035","2,050","1,151","52,990","138,440","16,970","49,207","14,710","44,931","10,950","17,761","2,610","2,149",920,794,"31,750","19,413","36,500","31,558",0,0,0,0,"5,720","6,698","49,290","113,358","48,970","112,035",440,"1,323"
AK,4,"78,040","46,330","15,720","13,070","70,440","3,650","27,660","59,100","136,790","43,940","3,050","1,200",40,"1,800",450,"17,380","12,550","2,854,558","78,040","2,885,295","69,310","2,327,579","11,690","8,975","12,030","25,979","9,510","17,060",240,215,"10,060","107,129","5,870","16,911","11,410","216,567",180,"5,120","17,283","7,930","53,734","1,740","8,403","16,480","30,737",630,147,140,"1,512",990,"3,448","1,080","4,062","7,290","7,171","75,610","1,168,241","75,610","1,154,551","7,590","13,690","2,420","54,399","1,120","20,265",440,315,630,530,"1,810","7,587","1,760","6,992","2,090","8,240",380,249,"1,610","15,333",70,460,130,92,50,224,"1,500","6,868",100,"1,586","7,710","15,136","77,560","1,606,951","77,180","176,160",10,28,"1,910","1,131","32,780","40,271","1,530",131,"2,410","1,414","5,490","5,167","10,890","2,235","21,820","31,102",130,127,"7,810","20,307","3,950","38,127","4,060","39,224","3,940","2,548","76,070","322,966","16,810","37,467","15,060","33,099","16,530","35,415","3,130","2,505","1,200","1,300","59,230","135,889","62,930","160,026",20,17,0,0,"11,480","19,421","66,260","181,684","65,660","179,478",780,"2,205"
AK,5,"51,120","24,060","18,820","6,600","45,590","2,500","20,650","35,150","103,380","33,620","1,430",540,10,870,10,"8,520","12,020","3,152,079","51,120","3,183,499","44,240","2,441,303","13,160","13,129","10,950","29,548","9,140","19,780",330,413,"8,000","89,858","6,630","27,475","12,060","353,475",180,"3,090","11,930","7,950","109,400","1,890","19,626","14,070","31,420","1,550",380,190,"2,063",830,"4,176","1,100","4,649","6,360","6,843","47,430","826,673","47,430","813,124","7,390","13,549","3,680","85,750","1,150","21,211",820,938,930,808,"3,160","14,241","3,010","13,114","3,480","15,091",600,442,"2,890","28,755",100,635,210,208,70,207,"2,340","13,053",140,"3,199","6,700","19,212","51,010","2,210,983","50,940","276,390",10,41,"1,190","1,914","21,530","50,529","2,100",286,"2,070","1,250","3,450","3,374","3,350",570,"16,740","44,287",130,211,"5,970","18,442","1,760","20,798","1,990","22,928","1,760","1,689","50,280","343,025",680,300,550,235,"5,430","11,818","1,840","1,547",440,562,"45,330","225,862","46,840","247,718",0,0,0,0,"11,230","26,109","39,790","120,425","39,060","117,079",940,"3,346"
AK,6,"35,680","11,870","19,950","3,050","31,720","1,840","16,030","22,920","81,970","26,420",610,220,20,370,0,"4,470","10,300","3,096,500","35,680","3,123,982","30,620","2,282,594","12,390","13,597","9,540","31,746","8,140","21,401",380,427,"6,790","87,031","6,660","38,713","11,190","429,524",180,"1,990","7,695","6,960","122,767","2,040","28,738","9,780","27,482","1,230",312,190,"2,398",820,"4,698",740,"3,987","3,310","3,610","31,840","630,710","31,840","618,385","6,410","12,325","3,830","93,065",920,"17,991",900,777,"1,020","1,051","3,490","15,876","3,300","15,802","3,680","17,737",640,353,"3,210","34,176",100,657,270,245,70,431,"2,650","16,599",120,"2,340","6,130","21,905","35,630","2,342,266","35,600","316,217",10,70,560,"2,202","15,770","46,658","2,280",302,"1,810","1,180","2,300","2,386",0,0,"13,020","41,772",120,279,"4,940","17,129",600,"8,183",830,"10,556",960,"1,303","35,210","352,465",0,0,0,0,"1,190","2,587","1,370","1,140",150,261,"34,340","269,559","34,740","289,959",20,68,0,0,"9,410","29,435","26,210","90,921","25,500","87,657",940,"3,264"
AK,7,"59,720","10,020","46,540","2,470","53,150","3,460","29,160","31,700","156,190","50,010",490,200,10,280,0,"4,540","18,190","8,177,382","59,720","8,251,763","52,240","5,906,128","27,860","37,997","21,170","102,296","18,920","71,143",910,"1,128","13,080","239,577","16,610","182,199","22,530","1,178,512",430,"2,570","9,920","11,580","238,677","5,670","143,361","19,040","74,381","2,960",847,730,"11,425","1,870","15,125","1,450","7,745","5,840","6,505","50,720","1,126,940","50,720","1,105,644","10,670","21,296","9,000","266,582","1,560","32,523","2,500","3,199","2,590","3,573","8,410","47,057","7,930","46,714","8,790","51,957","1,800","1,115","7,740","96,992",270,"1,466",760,527,310,"1,708","7,100","66,406",350,"7,401","13,620","74,594","59,680","6,692,029","59,660","1,039,136",70,332,480,"3,322","30,560","93,575","6,180","1,858","4,820","3,264","3,920","4,286",0,0,"24,630","80,444",290,945,"9,610","42,962",220,"3,246",550,"6,830","1,020","2,232","59,200","1,065,297",0,0,0,0,270,693,"2,700","2,395",40,83,"59,320","945,561","59,430","998,555",460,116,130,54,"22,130","100,714","37,470","165,540","35,420","148,524","2,670","17,016"
AK,8,"15,500","1,760","13,300",340,"13,920",990,"9,790","5,440","41,410","12,650",10,0,0,10,0,340,"5,630","4,296,294","15,500","4,356,997","13,500","2,634,377","10,980","38,558","8,670","106,074","8,160","78,218",450,975,"4,090","195,418","8,010","275,792","6,860","546,831",190,280,"1,061","3,130","75,873","4,120","356,301","5,070","60,703",560,146,680,"18,707","1,390","17,854",230,"2,046",0,0,"10,360","240,058","10,360","234,480","2,740","5,578","5,150","194,928",310,"8,268","1,780","4,349","1,310","2,627","4,930","39,411","4,750","36,193","5,070","38,994",970,495,"4,430","69,812",180,"1,141",610,445,420,"3,240","4,480","63,014",270,"6,189","6,100","90,531","15,500","3,766,427","15,500","740,183",150,"1,045",70,974,"8,930","27,056","3,720","4,512","1,160",736,0,0,0,0,"5,780","18,044",110,530,"3,430","27,141",0,0,70,"1,003",240,965,"15,380","757,032",0,0,0,0,0,0,0,0,0,0,"15,490","713,127","15,500","758,005","5,300","3,648","6,860","7,524","7,490","92,688","7,940","90,317","6,340","57,687","1,980","32,630"
AK,9,"1,770",230,"1,470",50,"1,620",110,"1,470",370,"4,780","1,540",0,0,0,0,0,0,720,"1,186,167","1,770","1,210,602","1,480","528,850","1,620","18,584","1,370","49,639","1,320","38,500",80,318,540,"69,397","1,380","145,985",650,"51,061",40,0,0,350,"9,949","1,100","278,295",880,"24,435",30,6,170,"8,416",470,"8,608",60,605,0,0,820,"18,612",820,"18,087",260,525,950,"57,134",20,"1,139",340,"2,058",180,375,920,"10,560",920,"8,109",940,"8,539",140,91,730,"13,373",30,300,160,84,190,"3,070",870,"26,558",100,"4,126",930,"38,352","1,770","1,071,363","1,770","273,652",40,447,0,0,990,"6,494",810,"4,533",90,65,0,0,0,0,20,50,20,171,550,"7,010",0,0,0,0,40,253,"1,750","290,513",0,0,0,0,0,0,0,0,0,0,"1,770","267,158","1,770","285,058","1,090","2,921","1,540","7,252",810,"38,233",950,"43,095",460,"15,949",580,"27,146"
AK,10,740,80,620,20,680,40,680,120,"1,920",620,0,0,0,0,0,0,310,"1,480,608",740,"1,496,697",610,"359,082",720,"27,222",590,"81,529",570,"65,511",80,858,220,"40,859",630,"336,231",200,"18,704",20,0,0,130,"3,899",600,"549,149",460,"16,089",0,0,80,"5,060",290,"6,046",30,265,0,0,260,"5,858",260,"5,719",70,139,480,"70,717",0,0,160,"2,762",100,261,460,"8,402",460,"4,233",470,"4,811",50,25,290,"5,811",0,0,60,43,160,"5,571",460,"37,421",70,"16,468",500,"69,108",740,"1,330,324",740,"393,684",80,"2,474",0,0,450,"6,747",410,"5,307",20,16,0,0,0,0,0,0,0,0,270,"5,109",0,0,0,0,0,0,730,"442,789",0,0,0,0,0,0,0,0,0,0,740,"386,937",740,"408,596",460,"2,948",670,"13,007",230,"37,073",500,"70,673",170,"20,454",380,"50,219"
AZ,0,"3,094,210","1,446,630","1,123,280","479,700","2,747,480","192,900","1,460,680","1,889,290","6,066,070","2,000,370","92,360","41,140","4,420","46,800","12,020","429,720","823,230","209,780,514","3,082,390","212,186,534","2,492,440","140,964,988","777,240","2,062,178","526,120","5,137,622","485,640","3,708,737","383,100","691,917","510,480","6,031,065","504,170","15,455,842","753,330","24,223,425","8,570","60,660","232,162","486,340","7,656,593","173,080","11,396,552","727,320","2,406,020","63,160","15,955","13,910","340,283","76,610","540,057","43,560","211,883","249,180","254,918","2,710,480","46,296,071","2,710,480","45,314,351","501,260","981,723","338,790","11,981,382","127,540","1,927,010","254,730","2,191,725","76,640","160,072","301,550","1,167,724","313,740","2,072,934","336,830","2,266,696","218,440","159,622","268,820","3,293,068","7,430","51,802","21,910","20,150","19,330","378,379","293,480","3,179,296","23,210","782,074","360,020","2,642,042","2,467,320","156,737,799","2,455,730","27,056,305","3,900","49,642","39,110","71,209","1,194,810","2,424,922","161,180","211,745","116,410","65,574","188,510","169,967","212,130","38,860","822,060","1,676,389","22,090","83,611","372,950","1,101,695","72,460","674,386","81,740","741,367","84,120","71,001","2,893,100","30,854,313","576,720","1,480,095","514,210","1,301,062","473,680","886,581","148,320","118,300","29,010","29,371","2,045,800","24,631,400","2,247,190","26,431,970","63,640","115,975","78,270","379,726","704,490","3,362,593","2,269,800","7,706,053","2,211,810","6,388,116","74,650","1,317,937"
