STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N02910,A02910,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18460,A18460,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N11450,A11450,N11520,A11520,N11530,A11530,N10970,A10970,N10971,A10971,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
IA,3,"236,400","169,220","28,590","34,840","226,390","4,490","123,770","183,160","4,830","322,790","5,580","3,900",10,"1,670","2,220","48,060","60,710","4,065,403","236,400","4,123,082","180,580","2,900,663","52,590","33,021","25,340","40,907","23,560","24,479","1,350","1,044","32,570","223,737","24,780","67,543","21,710","157,957","41,730","413,371","6,060","22,010","203,358","28,560","54,333","4,370","3,422","36,410","57,679","1,110",251,80,404,"3,880","18,438","1,520","5,456","4,680","3,679","42,760","12,848","232,400","3,560,520","232,400","3,465,882","47,900","94,637","4,000","116,801","3,430","84,307","1,430","3,311","2,300","1,337","2,350","8,656","3,820","12,260","3,850","12,422","1,720",611,"1,170","7,006",20,110,40,30,170,285,50,82,"2,440","8,432",240,"3,570","15,990","10,773","147,470","797,160","144,270","78,565",0,0,850,347,"38,700","11,101","2,270",65,160,43,"13,320","6,465","20,310","3,376","2,870",929,560,141,"28,390","44,844","9,080","68,938","9,190","67,051","219,520","686,284","121,120","251,894","96,380","213,371","41,560","139,466","11,970","9,924","5,320","3,501",980,"2,348","4,540","7,491","1,020","2,691","23,800","37,185","188,840","416,164","125,960","67,464","144,830","114,274",10,23,0,0,"20,740","19,994","205,660","591,892","204,440","588,144","1,870","3,748"
IA,4,"351,990","215,870","67,580","59,320","339,700","5,680","196,390","269,210","9,160","576,800","5,430","3,660",40,"1,730",690,"65,840","83,420","13,042,324","351,990","13,169,098","299,230","10,342,717","92,080","60,998","44,690","89,611","41,970","55,555","3,820","2,946","37,870","336,837","44,020","163,268","33,680","343,961","62,240","922,857","10,970","30,660","265,156","63,790","484,045","8,960","30,252","57,320","126,774","4,570","1,071",340,"2,650","6,630","35,886","5,210","20,977","15,370","12,574","87,610","28,208","342,910","5,617,784","342,910","5,499,016","57,250","118,768","9,070","253,568","6,440","148,192","5,320","10,943","3,390","2,729","6,200","23,487","8,790","36,020","8,860","36,668","4,980","2,343","3,760","23,754",110,627,170,135,890,"1,569",110,362,"5,990","29,814",660,"10,811","40,360","62,742","345,870","7,128,462","342,170","766,654",10,41,"4,250","2,303","100,930","46,933","9,390",408,940,"1,089","18,160","18,511","63,220","12,853","17,150","10,539","3,590","1,919","30,740","74,177","16,940","118,376","17,110","115,553","340,410","1,510,757","69,460","158,036","42,870","86,638","77,600","254,569","10,710","8,799","8,880","6,546",630,"1,481","11,590","21,681",630,"2,159","23,130","36,916","332,280","786,636","330,590","719,722","335,130","800,216",30,30,10,2,"56,500","71,008","292,220","780,834","288,990","771,687","4,520","9,146"
IA,5,"235,880","113,190","89,140","27,110","227,800","3,830","149,460","160,980","7,410","450,330","1,770",980,20,770,20,"28,530","71,720","14,504,957","235,880","14,641,008","199,030","10,839,961","91,100","73,082","48,420","132,542","45,900","82,372","7,230","6,053","30,950","326,413","47,450","269,630","32,270","442,516","55,280","1,116,731","11,040","18,940","161,095","55,150","912,775","10,680","90,138","51,640","136,051","5,940","1,450",510,"4,453","6,310","37,667","5,360","25,670","13,960","11,137","84,360","30,324","222,350","4,144,046","222,350","4,047,066","47,210","96,981","13,520","353,398","6,600","151,134","10,500","29,024","2,650","2,676","10,770","43,831","13,150","74,444","13,240","75,137","8,740","4,121","7,900","50,548",190,989,400,344,"2,340","3,555",180,595,"9,220","51,159","1,060","19,025","42,630","103,218","235,030","9,890,618","234,130","1,174,977",20,76,"3,320","3,907","57,820","39,673","13,500",817,910,"1,593","11,200","13,431","20,690","3,770","15,560","11,757","4,780","4,171","26,730","74,271","7,520","58,541","7,740","59,681","230,800","1,584,333","4,250","2,630",180,112,"57,030","194,717","6,500","5,768","3,080","3,204",430,"1,275","9,140","19,021",400,"1,397","14,740","23,669","228,140","622,599","232,200","1,135,305","233,130","1,218,842",30,57,0,0,"59,420","116,050","175,520","480,910","171,520","468,859","5,360","12,050"
IA,6,"156,740","40,010","105,440","9,160","151,700","2,420","107,390","96,810","5,100","370,990",510,210,0,300,0,"12,680","55,380","13,611,080","156,740","13,744,704","132,040","9,713,026","78,180","71,874","44,140","154,076","41,920","99,335","7,570","7,367","25,880","307,676","42,790","343,416","27,600","501,007","44,820","1,123,991","10,040","13,090","106,271","42,620","935,185","11,270","134,293","41,400","133,624","5,340","1,391",640,"6,992","5,660","40,187","4,010","22,786","10,340","7,766","70,970","29,569","143,700","3,218,745","143,700","3,141,404","36,260","77,341","13,040","348,514","4,730","116,334","11,180","43,677","1,590","1,913","11,150","47,470","12,760","90,159","12,820","90,455","9,000","4,257","8,690","56,401",170,854,410,360,"2,290","3,285",170,833,"9,200","58,083","1,080","21,255","38,370","121,968","156,430","9,897,513","155,970","1,233,364",30,125,"1,790","2,977","36,310","35,298","13,610","1,101","1,180","2,700","9,670","11,869",0,0,"13,500","10,357","4,180","4,546","22,730","72,558","3,070","21,756","3,300","23,560","154,220","1,496,740",0,0,0,0,"47,810","166,389","6,110","5,550","1,120","1,426",240,584,"11,960","29,108",250,653,"9,020","14,504","143,900","498,258","155,080","1,198,076","155,500","1,280,022",40,53,0,0,"50,240","136,980","106,020","352,997","102,030","339,240","5,190","13,757"
IA,7,"250,830","30,150","212,960","5,990","242,880","4,210","175,370","126,020","9,620","683,280",400,160,10,220,0,"10,500","86,040","33,815,384","250,830","34,162,576","214,650","23,690,763","154,640","185,644","99,140","526,257","95,290","361,658","12,360","15,364","45,530","737,915","96,530","1,382,705","50,750","1,429,123","73,540","2,461,806","20,550","15,020","116,327","62,530","1,670,606","31,720","777,781","83,250","347,192","15,510","4,247","2,700","39,720","12,430","107,130","7,050","41,365","20,620","15,205","139,880","64,071","222,890","5,442,116","222,890","5,322,849","53,360","119,267","27,940","886,036","7,560","185,164","25,270","166,697","2,190","4,011","24,810","124,622","27,430","238,875","27,520","239,365","20,320","11,486","18,940","143,254",430,"2,112","1,150",924,580,438,690,"3,382","22,950","239,081","2,750","70,788","83,180","432,244","250,690","26,992,812","250,330","3,867,074",110,457,"1,770","5,080","80,710","92,677","35,250","4,311","2,700","5,886","22,430","29,745",0,0,"31,300","23,564","8,100","12,135","41,820","181,792","2,140","12,876","2,530","17,150","247,630","4,054,786",0,0,0,0,"91,510","301,288","15,800","15,015",580,"1,013",320,562,"28,000","64,910",370,756,"15,010","31,137","208,710","821,338","249,570","3,774,397","249,960","3,979,946","1,250",394,450,171,"109,270","511,362","140,960","583,976","132,100","533,768","11,560","50,208"
IA,8,"65,520","6,580","57,500","1,150","63,300","1,370","50,370","16,720","3,050","184,320",40,10,0,30,0,650,"24,680","18,609,073","65,520","18,893,166","55,200","10,580,736","52,040","146,991","42,310","556,350","41,210","412,788","2,470","4,839","14,440","561,698","42,990","1,937,364","15,920","807,524","18,440","872,035","7,220","1,790","16,580","16,470","495,585","21,590","1,839,497","23,870","284,093","2,640",661,"2,820","75,893","8,220","98,248","1,120","11,259",0,0,"38,080","19,018","49,090","1,217,898","49,090","1,187,501","13,340","30,397","16,430","703,315","1,470","47,334","14,840","234,561","1,470","3,637","15,140","112,237","16,310","158,483","16,320","158,919","12,230","9,615","11,680","122,738",280,"1,745",920,555,0,0,"1,120","9,629","15,010","279,269","1,590","80,497","37,170","508,781","65,490","16,160,460","65,460","3,028,163",200,"2,616",310,"1,805","30,020","40,427","19,710","6,812",560,571,0,0,0,0,"8,950","6,658","1,970","4,975","15,520","121,996",0,0,380,"2,715","64,410","2,851,700",0,0,0,0,"22,210","46,647",0,0,0,0,100,235,"5,870","6,984",110,294,0,0,"17,540","58,829","65,410","2,987,736","65,490","3,184,557","21,860","15,806","34,270","45,848","40,580","566,085","24,710","230,673","18,420","141,189","7,750","89,484"
IA,9,"9,680","1,030","8,460",140,"9,360",200,"8,570","1,680",560,"27,590",0,0,0,0,0,20,"3,920","6,531,377","9,680","6,631,741","8,140","2,880,116","8,930","63,002","7,730","262,522","7,570","202,342",300,"1,066","2,650","202,453","8,160","1,095,753","2,240","155,499","2,210","133,147","1,200",150,"1,576","2,340","74,518","5,840","1,439,593","4,840","100,364",200,49,810,"32,005","2,390","35,732",160,"1,810",0,0,"4,250","2,209","5,130","127,013","5,130","123,309","1,620","3,704","4,540","305,546",100,"5,877","3,990","152,893",530,"1,557","4,260","46,642","4,520","44,663","4,530","44,851","3,300","3,380","3,080","40,251",80,490,310,142,0,0,660,"6,766","4,310","162,890",490,"40,851","6,910","204,012","9,670","5,892,177","9,660","1,432,066",170,"1,745",50,432,"5,410","19,808","4,680","5,630",20,12,0,0,0,0,10,8,250,"1,086","3,150","34,379",0,0,60,438,"9,520","1,379,964",0,0,0,0,40,66,0,0,0,0,20,55,0,0,10,41,0,0,"1,210","3,714","9,660","1,412,259","9,680","1,512,715","5,420","16,377","8,840","45,023","5,640","258,962","3,990","124,905","2,010","42,725","2,360","82,179"
IA,10,"4,520",500,"3,920",80,"4,390",80,"4,300",700,240,"12,380",0,0,0,0,0,0,"1,990","12,035,369","4,520","12,093,498","3,870","2,617,201","4,390","215,336","3,970","557,139","3,910","468,846",140,"1,056","1,320","130,345","4,160","3,455,407",960,"98,254",890,"53,323",580,40,402,"1,080","37,321","3,600","4,548,494","2,680","58,129",50,11,310,"13,109","1,620","24,290",90,"1,016",0,0,"1,320",704,"1,550","38,370","1,550","37,254",490,"1,116","2,970","588,980",20,"1,330","2,610","406,264",350,"1,505","2,800","45,576","2,960","29,420","2,960","30,045","1,970","2,446","1,610","22,819",60,636,170,86,0,0,800,"29,153","2,900","436,013",430,"61,201","3,760","748,448","4,510","10,659,223","4,510","3,084,816",580,"10,809",0,0,"3,130","55,505","2,720","13,275",0,0,0,0,0,0,0,0,110,614,"1,640","20,725",0,0,0,0,"4,480","3,238,549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,440,"1,408","4,510","3,029,311","4,520","3,184,887","2,550","19,612","4,230","109,580","2,040","310,520","2,460","362,293",850,"76,533","1,880","285,760"
KS,0,"1,368,490","655,760","531,070","149,570","1,299,690","35,330","712,420","877,810","49,790","2,606,820","25,160","14,880","1,270","9,020","4,420","188,990","389,230","112,495,038","1,352,560","113,663,393","1,103,160","69,600,530","463,560","759,162","286,090","2,798,838","272,600","2,148,018","25,240","27,792","210,790","3,083,533","296,820","12,562,729","168,270","3,965,717","275,640","6,485,524","51,700","59,620","521,266","231,240","4,023,467","86,390","8,911,036","279,940","1,168,355","29,250","7,652","8,440","208,156","45,510","364,273","19,330","107,204","46,850","36,273","410,010","160,259","1,249,970","22,733,672","1,249,970","22,204,962","257,140","528,710","89,570","4,144,742","27,390","635,694","72,930","1,394,216","15,420","31,017","76,240","448,523","88,670","700,646","89,100","708,725","62,200","45,400","58,500","529,643",980,"7,070","2,740","2,839","5,740","9,354","4,810","74,658","73,550","1,926,181","6,790","232,301","234,430","2,008,030","1,090,000","86,441,817","1,082,630","15,505,441","1,490","27,402","18,840","26,385","324,070","307,721","92,970","43,047","4,170","7,252","74,640","71,364","94,570","17,781","87,170","64,774","15,450","17,480","177,540","649,498","57,400","431,918","59,780","440,403","1,286,530","17,767,655","262,930","517,668","205,710","391,237","338,470","1,118,561","51,540","43,700","34,140","29,159","3,520","8,390","52,090","110,101","4,030","10,143","97,960","167,675","1,115,420","3,131,053","1,052,140","15,197,729","1,097,960","16,276,404","35,110","71,042","48,180","291,283","324,950","2,316,186","988,620","3,793,361","961,980","3,020,762","34,180","772,601"
KS,1,"28,930","18,020","6,870","3,360","23,780","2,220","14,270","15,360",550,"47,630",300,250,0,40,0,"2,960","11,240","-1,316,428","13,020","-1,298,339","4,190","164,952","6,740","18,629","3,470","22,246","3,200","14,418",130,194,"5,770","-114,164","5,350","162,607","1,650","24,007","2,490","28,803","4,020",340,"3,422",30,136,"2,990","-435,687","3,440","18,089",110,26,30,441,"1,200","7,768",120,624,360,357,"5,420","2,001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,787,30,708,180,87,50,39,0,0,0,0,0,0,0,0,10,10,0,0,"2,130","5,927","1,970","20,425","2,080","20,105","17,190","79,294","3,720","6,650","3,290","5,618","5,650","21,212",650,575,"1,630","1,517",150,"1,206",20,53,140,"1,275","5,590","10,284","23,170","55,957",200,749,"2,640","7,436",110,155,0,0,980,"2,985","16,640","74,794","16,230","65,570",530,"9,224"
KS,2,"161,620","132,130","13,970","13,330","150,270","6,220","71,140","100,770","2,980","162,080","6,980","4,120",100,"2,760","1,770","19,920","40,690","819,627","161,610","836,897","114,150","630,544","30,140","11,007","14,490","14,737","13,380","9,026",420,268,"20,640","32,841","14,480","20,228","9,980","39,290","19,430","89,730","2,580","3,150","13,845",600,"2,093","1,790","-14,206","20,090","17,270",130,29,40,207,"1,940","7,150",260,942,990,745,"21,580","5,903","160,310","1,964,743","160,310","1,898,684","34,290","66,059","1,300","34,307","1,100","25,111",380,"1,154",760,626,720,"2,767","1,210","4,082","1,220","4,162",550,234,410,"2,880",10,30,20,8,60,222,30,114,670,"1,067",50,637,480,64,"4,240","8,709","3,480","1,098",0,0,670,257,920,97,620,18,0,0,70,24,50,14,30,15,0,0,"18,050","12,658","5,870","45,367","6,140","45,076","127,160","223,080","64,200","84,979","62,450","76,276","17,980","64,816","5,360","4,561","4,220","2,546",400,904,880,"1,186",460,"1,289","15,470","25,060","98,190","202,398","3,340","1,008","22,720","14,285",10,17,0,0,"7,530","3,511","124,180","212,295","123,530","210,762",870,"1,533"
KS,3,"227,440","159,500","28,320","35,020","216,660","5,150","102,780","176,320","5,920","321,140","6,720","4,170",220,"2,320","2,030","48,050","55,520","3,922,912","227,440","3,972,053","176,020","2,911,650","43,440","23,799","21,580","37,018","20,170","22,630",790,556,"32,410","243,932","22,730","63,994","18,760","142,088","37,070","388,277","4,620","12,310","110,398","25,530","52,338","3,660","-5,293","34,090","49,141",990,224,100,673,"3,900","14,377","1,100","3,946","3,140","2,389","42,040","12,072","224,030","3,448,239","224,030","3,361,850","43,920","86,389","3,410","98,237","2,900","67,723","1,040","2,417","2,090","2,139","2,010","7,331","3,260","11,307","3,300","11,486","1,610",670,"1,080","7,175",30,143,50,44,170,337,60,182,"2,070","8,203",170,"2,404","14,770","9,399","141,260","775,289","138,970","77,166",10,876,"2,080",777,"36,070","10,375","2,070",62,90,34,"12,840","6,062","18,320","3,040","3,150","1,035",380,97,"27,970","46,219","16,420","120,332","16,730","117,277","211,850","673,017","118,700","255,475","94,320","215,819","42,520","143,583","11,150","9,084","11,610","7,110","1,100","2,257","3,470","6,833","1,270","2,572","22,460","35,682","184,340","412,443","122,330","66,791","140,870","114,919",30,46,0,0,"20,310","19,500","197,650","577,463","196,570","573,791","1,600","3,672"
KS,4,"323,880","186,220","67,990","57,890","310,220","6,620","151,870","243,920","10,830","557,520","6,810","4,360",350,"2,100",600,"64,620","72,870","11,879,919","323,880","11,981,104","277,700","9,595,347","71,530","40,092","36,540","76,572","34,280","48,189","2,200","1,502","36,990","348,971","38,770","155,432","27,120","297,122","52,200","818,489","7,760","17,450","171,834","54,490","425,237","7,290","13,482","49,260","101,185","4,310","1,027",290,"2,540","5,990","28,150","3,600","14,803","10,500","8,165","76,870","24,302","316,580","5,267,648","316,580","5,166,468","49,870","101,180","7,300","203,588","5,190","111,312","3,910","9,515","3,140","4,106","4,820","18,167","7,110","30,110","7,200","31,988","4,280","2,314","3,070","20,172",80,636,90,119,820,"1,455",100,307,"5,070","29,398",440,"7,157","36,830","54,227","318,890","6,366,021","315,780","685,770",0,0,"6,940","4,208","94,620","44,112","8,200",418,550,617,"19,020","17,998","57,010","11,433","18,910","11,697","2,260","1,234","29,570","72,728","20,000","144,678","20,190","141,307","314,150","1,384,080","71,770","167,755","45,490","93,449","80,010","263,629","10,530","8,382","11,410","10,032",710,"1,492","8,750","17,349",890,"2,002","20,970","34,570","304,900","754,848","304,700","641,659","308,760","719,243",50,97,20,16,"56,990","71,978","264,330","735,535","261,980","728,251","3,360","7,284"
KS,5,"203,710","89,510","82,900","23,810","194,780","4,290","110,130","136,250","7,950","409,610","2,560","1,310",250,"1,010",20,"27,540","60,870","12,531,620","203,710","12,641,757","172,550","9,496,445","69,130","47,274","39,240","112,313","37,170","72,138","4,320","3,163","28,440","319,239","40,410","242,495","26,730","408,614","46,030","978,081","7,520","9,990","86,205","46,200","777,707","8,210","66,317","42,700","110,137","5,290","1,311",420,"3,954","5,550","31,524","4,050","19,536","10,000","8,126","67,260","24,668","193,030","3,665,398","193,030","3,582,876","40,840","82,522","10,680","286,936","5,260","111,884","7,790","24,230","2,670","4,644","8,350","31,983","10,520","59,215","10,590","61,583","7,060","3,837","6,380","42,977",130,739,260,424,"1,940","3,256",150,774,"7,630","50,232",720,"14,414","36,060","81,240","203,130","8,487,439","202,420","1,007,486",20,298,"4,320","5,969","52,820","34,777","11,430",706,680,"1,183","12,110","12,837","19,200","3,294","15,850","12,445","2,670","2,375","23,460","67,842","7,880","63,510","8,170","65,507","199,290","1,347,595","4,550","2,809",150,75,"54,200","188,602","6,150","5,236","3,530","4,769",400,887,"6,990","15,186",470,"1,143","13,180","21,671","195,590","560,323","200,940","972,709","201,670","1,048,194",40,54,0,0,"54,840","111,497","148,260","410,230","145,510","400,647","3,750","9,584"
KS,6,"130,750","34,350","85,340","8,470","124,880","3,080","75,240","80,310","5,770","310,980",930,360,150,420,0,"12,990","44,380","11,342,056","130,750","11,443,917","110,440","8,262,471","58,450","44,262","35,100","128,022","33,420","83,863","4,880","3,854","22,570","287,691","35,810","299,451","21,970","441,289","35,760","946,375","6,400","6,690","55,179","33,390","740,486","8,310","88,622","33,010","101,861","4,720","1,286",490,"5,418","4,560","30,810","2,910","16,741","7,430","5,541","52,930","22,551","119,680","2,646,297","119,680","2,585,442","28,830","60,855","11,070","306,854","4,230","95,152","9,140","39,199","1,810","3,775","9,410","37,932","10,980","77,036","11,040","78,666","7,890","4,057","7,420","49,686",120,703,270,328,"2,100","3,487",210,686,"8,370","63,153",720,"14,391","30,940","90,129","130,510","8,282,115","130,090","1,042,348",20,315,"2,140","4,350","31,520","28,830","11,530",969,700,"1,448","10,000","10,652",0,0,"12,310","10,090","2,520","2,951","18,610","61,965","3,090","23,590","3,330","26,698","128,700","1,257,719",0,0,0,0,"40,850","143,921","5,270","4,542","1,150","1,792",230,472,"7,960","19,700",280,607,"7,620","12,960","119,100","414,684","129,440","1,013,518","129,770","1,083,008",60,73,0,0,"42,710","120,915","87,710","294,905","85,090","284,578","3,450","10,327"
